gene,length,count,rate,percentage
TEX12,1144,1,1144,82.35869233119463
COPB2,12586,11,1144.1818181818182,82.36480293308891
KCNK6,5721,5,1144.2,82.37091353498319
OTUD6B,3434,3,1144.6666666666667,82.37702413687748
PARD6B,4579,4,1144.75,82.38313473877177
TLK1,5726,5,1145.2,82.38924534066605
C17orf75,4581,4,1145.25,82.39535594256034
NIPAL2,4581,4,1145.25,82.39535594256034
CCDC6,5727,5,1145.4,82.40757714634893
IL7R,4584,4,1146,82.4136877482432
PSG4,2294,2,1147,82.41979835013748
TOM1L2,5735,5,1147,82.41979835013748
CHRM3,9179,8,1147.375,82.43201955392607
DNAJC9,2295,2,1147.5,82.43813015582035
NDUFA10,8033,7,1147.5714285714287,82.44424075771464
DDX10,6887,6,1147.8333333333333,82.45035135960892
SOST,2296,2,1148,82.45646196150321
CLDN1,3446,3,1148.6666666666667,82.4625725633975
TRIM25,5745,5,1149,82.46868316529178
E2F6,3450,3,1150,82.47479376718607
KRTAP10-5,1150,1,1150,82.47479376718607
PRRG1,4600,4,1150,82.47479376718607
ARNTL2,6902,6,1150.3333333333333,82.49312557286893
MTHFS,2301,2,1150.5,82.49923617476321
CYB5R4,9205,8,1150.625,82.50534677665749
HELZ,13817,12,1151.4166666666667,82.5114573785518
FAM53B,5759,5,1151.8,82.51756798044607
KCNV1,6912,6,1152,82.52367858234037
MRPL17,2305,2,1152.5,82.52978918423464
PDGFA,2305,2,1152.5,82.52978918423464
INTS4,3459,3,1153,82.54201038802323
TRIAP1,1153,1,1153,82.54201038802323
PRELP,5769,5,1153.8,82.55423159181179
KRT6C,2309,2,1154.5,82.56034219370608
RAC1,2309,2,1154.5,82.56034219370608
EDA2R,3464,3,1154.6666666666667,82.57256339749466
CYP2C18,2310,2,1155,82.57867399938894
ZFP91,5776,5,1155.2,82.58478460128322
OR5K1,3466,3,1155.3333333333333,82.59089520317751
SNRPD3,3466,3,1155.3333333333333,82.59089520317751
MS4A10,2311,2,1155.5,82.60311640696608
EPM2AIP1,8089,7,1155.5714285714287,82.60922700886037
CCDC122,3467,3,1155.6666666666667,82.61533761075466
HTR7,3467,3,1155.6666666666667,82.61533761075466
HNRNPCL2,1156,1,1156,82.62755881454324
TP53TG5,2312,2,1156,82.62755881454324
KDM1A,5786,5,1157.2,82.6397800183318
NKX6-1,3472,3,1157.3333333333333,82.6458906202261
TXNL4A,3472,3,1157.3333333333333,82.6458906202261
RIC3,5788,5,1157.6,82.65811182401467
TNFAIP8L2,1158,1,1158,82.66422242590895
ZNF181,5792,5,1158.4,82.67033302780324
TIA1,4634,4,1158.5,82.67644362969753
MPI,5793,5,1158.6,82.68255423159181
CSNK1G3,4635,4,1158.75,82.6886648334861
RPS27A,1159,1,1159,82.69477543538038
CX3CL1,5796,5,1159.2,82.70088603727467
ARMCX5,4640,4,1160,82.70699663916896
SF3B1,9283,8,1160.375,82.71310724106324
LRPAP1,10446,9,1160.6666666666667,82.71921784295753
EPHA6,16254,14,1161,82.72532844485183
CXCL16,2324,2,1162,82.7314390467461
LYPD8,1162,1,1162,82.7314390467461
NUDT12,3488,3,1162.6666666666667,82.74366025053467
CAMK2N1,2326,2,1163,82.74977085242897
SOX6,9304,8,1163,82.74977085242897
REG4,2327,2,1163.5,82.76199205621754
TMED7-TICAM2,3491,3,1163.6666666666667,82.76810265811181
ABHD15,3492,3,1164,82.7742132600061
CD83,2328,2,1164,82.7742132600061
GSTM1,1164,1,1164,82.7742132600061
GTPBP4,4656,4,1164,82.7742132600061
IFNK,1164,1,1164,82.7742132600061
RPL31,2328,2,1164,82.7742132600061
FCER1A,1165,1,1165,82.81087687137183
NR0B2,1165,1,1165,82.81087687137183
SORT1,6993,6,1165.5,82.8230980751604
FBLIM1,3498,3,1166,82.8292086770547
NPTXR,5830,5,1166,82.8292086770547
C1orf174,3499,3,1166.3333333333333,82.84142988084326
LIPT2,2333,2,1166.5,82.84754048273754
OPN5,3500,3,1166.6666666666667,82.85365108463184
KRBOX4,2334,2,1167,82.85976168652613
LMO7DN,1167,1,1167,82.85976168652613
ETV4,2335,2,1167.5,82.8719828903147
LDLRAP1,4670,4,1167.5,82.8719828903147
SLC25A37,4672,4,1168,82.88420409410327
KCNE1,3505,3,1168.3333333333333,82.89031469599756
C1QBP,1169,1,1169,82.89642529789184
UBXN7,10521,9,1169,82.89642529789184
SULT1B1,7018,6,1169.6666666666667,82.90864650168042
ATP11C,7019,6,1169.8333333333333,82.9147571035747
KBTBD8,4680,4,1170,82.92086770546899
RANBP2,11708,10,1170.8,82.92697830736327
GPATCH2,5859,5,1171.8,82.93308890925756
SLFN5,10555,9,1172.7777777777778,82.93919951115186
KRTAP5-10,1173,1,1173,82.94531011304613
PFN1,1173,1,1173,82.94531011304613
PIGM,7038,6,1173,82.94531011304613
TGFB2,5868,5,1173.6,82.963641918729
THRSP,1174,1,1174,82.96975252062329
PELI2,5871,5,1174.2,82.97586312251757
TRAM2,7047,6,1174.5,82.98197372441184
PPA1,3524,3,1174.6666666666667,82.98808432630615
CXCL10,1175,1,1175,82.99419492820043
DEFB118,1175,1,1175,82.99419492820043
ALCAM,4701,4,1175.25,83.006416131989
TTC14,7052,6,1175.3333333333333,83.01252673388329
RUNX2,5877,5,1175.4,83.01863733577758
STMN3,2351,2,1175.5,83.02474793767186
EMC2,3527,3,1175.6666666666667,83.03085853956614
PM20D2,4703,4,1175.75,83.03696914146043
IRS4,16461,14,1175.7857142857142,83.04307974335472
SLC6A2,7055,6,1175.8333333333333,83.049190345249
PLG,3530,3,1176.6666666666667,83.0553009471433
NCF1,2354,2,1177,83.06141154903757
CCSER1,9420,8,1177.5,83.06752215093186
NR6A1,7065,6,1177.5,83.06752215093186
EXT1,8243,7,1177.5714285714287,83.07974335472043
STK32B,3535,3,1178.3333333333333,83.08585395661473
TNFRSF10D,3535,3,1178.3333333333333,83.08585395661473
BATF3,2357,2,1178.5,83.0980751604033
PDSS2,3536,3,1178.6666666666667,83.10418576229759
HBEGF,2358,2,1179,83.11029636419187
TMEM107,2358,2,1179,83.11029636419187
HIPK2,15329,13,1179.1538461538462,83.12251756798045
SIAH3,7075,6,1179.1666666666667,83.12862816987473
PSTK,3538,3,1179.3333333333333,83.13473877176902
GPR161,8256,7,1179.4285714285713,83.1408493736633
MORF4L1,2359,2,1179.5,83.14695997555759
ZBTB8A,7077,6,1179.5,83.14695997555759
DSE,10621,9,1180.111111111111,83.15918117934616
IL19,3541,3,1180.3333333333333,83.16529178124044
PLAA,4724,4,1181,83.17140238313473
IL12B,2364,2,1182,83.17751298502903
UBTFL1,1182,1,1182,83.17751298502903
ACAP2,7093,6,1182.1666666666667,83.1897341888176
GFER,2365,2,1182.5,83.19584479071189
PNMA2,4730,4,1182.5,83.19584479071189
PGF,3549,3,1183,83.20806599450046
RRP36,1183,1,1183,83.20806599450046
MRPL13,2367,2,1183.5,83.22028719828903
ARL11,3552,3,1184,83.22639780018332
METTL23,1184,1,1184,83.22639780018332
SYT16,14213,12,1184.4166666666667,83.23861900397189
ZNF577,8291,7,1184.4285714285713,83.24472960586617
SSH1,13034,11,1184.909090909091,83.25084020776046
NFAT5,14219,12,1184.9166666666667,83.25695080965475
SLC30A4,7110,6,1185,83.26306141154903
UBE2NL,1185,1,1185,83.26306141154903
MS4A1,3556,3,1185.3333333333333,83.2752826153376
MEOX2,2371,2,1185.5,83.28139321723191
MFAP2,2371,2,1185.5,83.28139321723191
SSH2,9484,8,1185.5,83.28139321723191
POLG2,3559,3,1186.3333333333333,83.29972502291476
GPC6,7121,6,1186.8333333333333,83.30583562480905
KCNN3,13057,11,1187,83.31194622670333
MS4A6E,1187,1,1187,83.31194622670333
PRSS55,2374,2,1187,83.31194622670333
TBC1D30,8312,7,1187.4285714285713,83.33027803238619
IL36B,1188,1,1188,83.33638863428048
SLC9A9,3564,3,1188,83.33638863428048
ZBTB43,5940,5,1188,83.33638863428048
TRIM52,4753,4,1188.25,83.35472043996333
ANKRD62,4754,4,1188.5,83.36083104185762
IGFBPL1,3566,3,1188.6666666666667,83.36694164375191
PCDHGB5,4755,4,1188.75,83.37305224564619
MMAA,5944,5,1188.8,83.37916284754047
RPS4Y1,1189,1,1189,83.38527344943478
GSPT1,7141,6,1190.1666666666667,83.39138405132906
HSD17B4,11908,10,1190.8,83.39749465322335
CPB1,3574,3,1191.3333333333333,83.40360525511763
BDNF,4766,4,1191.5,83.40971585701192
LEF1,3575,3,1191.6666666666667,83.41582645890621
MBL2,3576,3,1192,83.42193706080049
PRDM11,10730,9,1192.2222222222222,83.42804766269477
PRSS27,3579,3,1193,83.43415826458906
OPALIN,3581,3,1193.6666666666667,83.44026886648335
FAHD2A,4775,4,1193.75,83.44637946837764
CHRM2,5971,5,1194.2,83.45249007027192
GUCD1,3584,3,1194.6666666666667,83.4586006721662
KLF7,8365,7,1195,83.4647112740605
PPHLN1,5975,5,1195,83.4647112740605
RNF212,2390,2,1195,83.4647112740605
POLH,8368,7,1195.4285714285713,83.48304307974335
RPS10-NUDT3,4782,4,1195.5,83.48915368163765
RIPPLY1,1196,1,1196,83.49526428353192
BIN3,3589,3,1196.3333333333333,83.50137488542622
PON1,2393,2,1196.5,83.5074854873205
LY86,1197,1,1197,83.51359608921479
CANX,7183,6,1197.1666666666667,83.51970669110908
POLE3,2396,2,1198,83.52581729300336
ANKS6,7190,6,1198.3333333333333,83.53192789489765
ZWILCH,3595,3,1198.3333333333333,83.53192789489765
EIF2B1,2397,2,1198.5,83.54414909868622
ACSS3,8391,7,1198.7142857142858,83.55025970058051
ANKRD29,3597,3,1199,83.55637030247479
AKT1,8396,7,1199.4285714285713,83.56248090436908
SLFN13,8398,7,1199.7142857142858,83.56859150626337
CHRNA6,2400,2,1200,83.57470210815765
TCEAL1,1200,1,1200,83.57470210815765
ZNF136,3601,3,1200.3333333333333,83.58692331194622
TPRG1L,2401,2,1200.5,83.59303391384051
LRP5L,3605,3,1201.6666666666667,83.5991445157348
LIMS2,4807,4,1201.75,83.60525511762908
CHCHD1,1202,1,1202,83.61136571952338
SV2C,10824,9,1202.6666666666667,83.61747632141766
CXCL13,1203,1,1203,83.62358692331195
FTH1,1203,1,1203,83.62358692331195
NDUFA11,2406,2,1203,83.62358692331195
PSEN1,6018,5,1203.6,83.6419187289948
NFIX,6019,5,1203.8,83.6480293308891
NRSN1,2408,2,1204,83.65413993278338
UMOD,2408,2,1204,83.65413993278338
DNAJB9,2409,2,1204.5,83.66636113657195
SNAPIN,1205,1,1205,83.67247173846624
MTM1,7231,6,1205.1666666666667,83.67858234036053
B9D1,3617,3,1205.6666666666667,83.68469294225481
SRRM3,3617,3,1205.6666666666667,83.68469294225481
ARL5C,2412,2,1206,83.69691414604338
CCDC12,2412,2,1206,83.69691414604338
POFUT2,4825,4,1206.25,83.70913534983195
NEK6,3619,3,1206.3333333333333,83.71524595172625
CLVS1,3622,3,1207.3333333333333,83.72135655362052
LRRC37A3,6038,5,1207.6,83.72746715551483
KCNMB3,7246,6,1207.6666666666667,83.73357775740911
MTHFSD,3623,3,1207.6666666666667,83.73357775740911
ZBED6CL,4831,4,1207.75,83.74579896119768
PREP,7250,6,1208.3333333333333,83.75190956309197
SH2B1,6043,5,1208.6,83.75802016498625
GLE1,4835,4,1208.75,83.76413076688054
FGD4,8465,7,1209.2857142857142,83.77024136877482
FYN,3628,3,1209.3333333333333,83.77635197066911
RNF166,2419,2,1209.5,83.7824625725634
NRGN,1210,1,1210,83.78857317445768
RPL5,1210,1,1210,83.78857317445768
RAX2,2421,2,1210.5,83.80079437824625
EFHD2,2422,2,1211,83.80690498014054
WNT1,2422,2,1211,83.80690498014054
CD274,3634,3,1211.3333333333333,83.81912618392911
GBP7,2426,2,1213,83.82523678582339
HHAT,3639,3,1213,83.82523678582339
OR7A17,3639,3,1213,83.82523678582339
FGB,3641,3,1213.6666666666667,83.84356859150627
PJA2,4856,4,1214,83.84967919340055
PKN2,6070,5,1214,83.84967919340055
EWSR1,7285,6,1214.1666666666667,83.86190039718913
TKT,7286,6,1214.3333333333333,83.86801099908341
ITGB1BP1,4859,4,1214.75,83.87412160097769
SMIM2,1215,1,1215,83.88023220287198
ZNF718,3647,3,1215.6666666666667,83.88634280476627
SLAIN2,6081,5,1216.2,83.89245340666056
BAG5,4867,4,1216.75,83.89856400855484
KCTD5,2434,2,1217,83.90467461044912
C8orf34,3652,3,1217.3333333333333,83.91078521234341
STARD3NL,3653,3,1217.6666666666667,83.9168958142377
GSTA1,1218,1,1218,83.92300641613198
BTBD9,8530,7,1218.5714285714287,83.92911701802628
ATXN1L,8531,7,1218.7142857142858,83.93522761992057
CMTR2,4875,4,1218.75,83.94133822181486
ZNF107,6094,5,1218.8,83.94744882370914
RBMS3,8540,7,1220,83.95355942560342
PRKX,6102,5,1220.4,83.95967002749771
AMMECR1L,4884,4,1221,83.965780629392
CD1C,2442,2,1221,83.965780629392
TMEM79,2442,2,1221,83.965780629392
HRH4,3664,3,1221.3333333333333,83.98411243507485
PCYOX1L,4887,4,1221.75,83.99022303696914
PRKCI,4887,4,1221.75,83.99022303696914
RBMX,4887,4,1221.75,83.99022303696914
CCNG1,2444,2,1222,84.008554842652
POLR1C,2444,2,1222,84.008554842652
MID2,7333,6,1222.1666666666667,84.02077604644057
AP3M1,4889,4,1222.25,84.02688664833487
TMEM8B,14670,12,1222.5,84.03299725022914
PABPC4,7336,6,1222.6666666666667,84.03910785212344
RPF2,3671,3,1223.6666666666667,84.04521845401773
CXorf38,4895,4,1223.75,84.051329055912
CCDC186,7343,6,1223.8333333333333,84.0574396578063
UTP23,3672,3,1224,84.06355025970058
LIN54,6121,5,1224.2,84.06966086159487
RARB,4897,4,1224.25,84.07577146348916
OR4D9,6123,5,1224.6,84.08188206538344
GHR,4899,4,1224.75,84.08799266727772
CEP63,8575,7,1225,84.09410326917201
LHFPL4,4900,4,1225,84.09410326917201
GPR107,7353,6,1225.5,84.1063244729606
ZSWIM2,2451,2,1225.5,84.1063244729606
TTC21B,12258,10,1225.8,84.11854567674915
TMIGD1,1226,1,1226,84.12465627864346
XIAP,8584,7,1226.2857142857142,84.13076688053773
LAT2,2453,2,1226.5,84.13687748243201
ZBED3,6134,5,1226.8,84.1429880843263
NOX5,8592,7,1227.4285714285713,84.1490986862206
TRHDE,11047,9,1227.4444444444443,84.15520928811488
C8orf82,2455,2,1227.5,84.16131989000917
PLXDC2,12275,10,1227.5,84.16131989000917
TGOLN2,6138,5,1227.6,84.17354109379774
CDKN2AIPNL,1228,1,1228,84.17965169569203
STRADA,3685,3,1228.3333333333333,84.18576229758631
SIRT5,6143,5,1228.6,84.1918728994806
ING2,2458,2,1229,84.19798350137488
OR5H15,1229,1,1229,84.19798350137488
ZNF543,3690,3,1230,84.21020470516346
GTF3C4,8612,7,1230.2857142857142,84.21631530705774
OR5A1,8612,7,1230.2857142857142,84.21631530705774
TAF11,4924,4,1231,84.22853651084633
FZD4,7387,6,1231.1666666666667,84.2346471127406
TRMT10A,3694,3,1231.3333333333333,84.2407577146349
SSB,2463,2,1231.5,84.24686831652917
PDIA3,3696,3,1232,84.25297891842347
LRCH3,7394,6,1232.3333333333333,84.25908952031776
PDCD4,3697,3,1232.3333333333333,84.25908952031776
ZCCHC24,4930,4,1232.5,84.27131072410633
EEF2K,7398,6,1233,84.2774213260006
GLDN,4932,4,1233,84.2774213260006
GMPS,8631,7,1233,84.2774213260006
ID1,1233,1,1233,84.2774213260006
LDLRAD4,8633,7,1233.2857142857142,84.30186373357775
ALDH1A2,3700,3,1233.3333333333333,84.30797433547205
RP2,3700,3,1233.3333333333333,84.30797433547205
PUS7L,13567,11,1233.3636363636363,84.32019553926061
SYT14,13567,11,1233.3636363636363,84.32019553926061
C4orf33,6170,5,1234,84.3324167430492
RPL35A,1234,1,1234,84.3324167430492
ZMAT4,2471,2,1235.5,84.34463794683776
SMG1,16062,13,1235.5384615384614,84.35074854873204
ZKSCAN8,7419,6,1236.5,84.35685915062633
ZNF24,7419,6,1236.5,84.35685915062633
C16orf74,1237,1,1237,84.3690803544149
CTXN1,1237,1,1237,84.3690803544149
CDCA5,2475,2,1237.5,84.38130155820348
LRCH2,4953,4,1238.25,84.38741216009777
FKBP4,3715,3,1238.3333333333333,84.39352276199206
PMEPA1,4954,4,1238.5,84.39963336388634
ADAM10,11158,9,1239.7777777777778,84.40574396578063
PPT1,2481,2,1240.5,84.41185456767492
TMEM235,2481,2,1240.5,84.41185456767492
PPIG,7445,6,1240.8333333333333,84.42407577146349
CCDC144A,8686,7,1240.857142857143,84.43018637335777
MRPS18C,2482,2,1241,84.43629697525206
SRR,2482,2,1241,84.43629697525206
BEND4,8692,7,1241.7142857142858,84.44851817904063
NFYA,6209,5,1241.8,84.45462878093493
DBX1,1242,1,1242,84.4607393828292
LALBA,1243,1,1243,84.4668499847235
USP14,4972,4,1243,84.4668499847235
GPX8,3731,3,1243.6666666666667,84.47907118851207
LHFPL2,4977,4,1244.25,84.48518179040634
OGG1,4977,4,1244.25,84.48518179040634
AVPR1A,6222,5,1244.4,84.49740299419493
MPZL1,4978,4,1244.5,84.50351359608922
CD27,1245,1,1245,84.5096241979835
FAM3D,1245,1,1245,84.5096241979835
ACTG1,2491,2,1245.5,84.52184540177208
PPP1R1A,2491,2,1245.5,84.52184540177208
TRIM34,2493,2,1246.5,84.53406660556064
CHFR,11228,9,1247.5555555555557,84.54017720745493
IGFBP5,6239,5,1247.8,84.54628780934922
CTDP1,3744,3,1248,84.55239841124352
PITPNC1,6241,5,1248.2,84.5585090131378
GDI2,2499,2,1249.5,84.56461961503207
ZNF267,4999,4,1249.75,84.57073021692636
COMTD1,1250,1,1250,84.57684081882066
HLA-DRB5,1250,1,1250,84.57684081882066
KCNC4,18750,15,1250,84.57684081882066
ZNF714,8752,7,1250.2857142857142,84.5951726245035
C1QTNF6,5003,4,1250.75,84.60128322639781
SETD6,6256,5,1251.2,84.60739382829209
GLUD1,6257,5,1251.4,84.61350443018637
MIS12,2505,2,1252.5,84.61961503208066
PAH,3759,3,1253,84.62572563397495
C22orf46,5014,4,1253.5,84.63183623586923
MYOM2,5014,4,1253.5,84.63183623586923
TTC5,5014,4,1253.5,84.63183623586923
SGCE,6270,5,1254,84.65016804155209
CPSF6,7525,6,1254.1666666666667,84.65627864344638
KPNA5,11288,9,1254.2222222222222,84.66238924534066
RNF148,1255,1,1255,84.66849984723495
ZNF197,7530,6,1255,84.66849984723495
C5orf47,2511,2,1255.5,84.68072105102353
SMLR1,2512,2,1256,84.68683165291782
SOX2,2512,2,1256,84.68683165291782
LARS2,10049,8,1256.125,84.69905285670637
OR2T11,3770,3,1256.6666666666667,84.70516345860068
APOBEC3D,2515,2,1257.5,84.71127406049496
OAS1,7546,6,1257.6666666666667,84.71738466238925
PIFO,3774,3,1258,84.72349526428353
RGS4,3774,3,1258,84.72349526428353
GABPB2,8807,7,1258.142857142857,84.73571646807211
CEP41,6292,5,1258.4,84.74182706996639
DPY19L1,6292,5,1258.4,84.74182706996639
RAB5A,2518,2,1259,84.75404827375496
TNFSF8,3779,3,1259.6666666666667,84.76015887564925
CTSC,7564,6,1260.6666666666667,84.76626947754355
MTPN,3782,3,1260.6666666666667,84.76626947754355
INPP4B,8831,7,1261.5714285714287,84.7784906813321
PGRMC2,3785,3,1261.6666666666667,84.78460128322641
TREML2,3785,3,1261.6666666666667,84.78460128322641
TREML1,1262,1,1262,84.79682248701496
FAM107B,3788,3,1262.6666666666667,84.80293308890926
POLD3,3788,3,1262.6666666666667,84.80293308890926
THNSL1,3788,3,1262.6666666666667,84.80293308890926
EIF2AK2,10103,8,1262.875,84.82126489459212
SSBP2,8841,7,1263,84.8273754964864
CNOT6L,8843,7,1263.2857142857142,84.83348609838069
IDS,7580,6,1263.3333333333333,84.83959670027498
MRPL9,1264,1,1264,84.84570730216926
FCN1,7588,6,1264.6666666666667,84.85181790406355
FRMD5,5059,4,1264.75,84.85792850595783
PHC3,12652,10,1265.2,84.86403910785212
MAFG,5061,4,1265.25,84.87014970974641
PCDHB13,5061,4,1265.25,84.87014970974641
PYGO1,8861,7,1265.857142857143,84.88237091353498
DNAJB3,1266,1,1266,84.88848151542928
ZBTB10,10132,8,1266.5,84.89459211732355
TSFM,2534,2,1267,84.90070271921785
MYEF2,10137,8,1267.125,84.90681332111212
FAM107A,3803,3,1267.6666666666667,84.91292392300642
DYM,10144,8,1268,84.91903452490071
SDR16C5,2536,2,1268,84.91903452490071
IPO9,11416,9,1268.4444444444443,84.93125572868928
GRAMD1C,3807,3,1269,84.93736633058356
PMM1,2538,2,1269,84.93736633058356
COLQ,6346,5,1269.2,84.94958753437214
OR2B11,6349,5,1269.8,84.95569813626642
MBOAT2,7622,6,1270.3333333333333,84.9618087381607
FAM199X,7624,6,1270.6666666666667,84.967919340055
NCKAP1,20332,16,1270.75,84.97402994194928
MCEMP1,1271,1,1271,84.98014054384356
LDLRAD3,3814,3,1271.3333333333333,84.98625114573785
RPS26,1272,1,1272,84.99236174763215
SLC30A6,5089,4,1272.25,84.99847234952644
FAXDC2,3817,3,1272.3333333333333,85.00458295142072
ZNF250,6364,5,1272.8,85.010693553315
TMED9,2546,2,1273,85.01680415520929
TMEM243,1273,1,1273,85.01680415520929
PINK1,3821,3,1273.6666666666667,85.02902535899786
CLDN3,1274,1,1274,85.03513596089215
HSD17B1,1274,1,1274,85.03513596089215
MYOZ2,2549,2,1274.5,85.04735716468073
OTUD7B,8922,7,1274.5714285714287,85.05346776657501
SP6,3824,3,1274.6666666666667,85.05957836846929
CPSF4L,1275,1,1275,85.06568897036358
XPO1,8930,7,1275.7142857142858,85.07179957225787
CDK2AP1,3828,3,1276,85.07791017415215
KCNMB2,2552,2,1276,85.07791017415215
TSPAN19,3829,3,1276.3333333333333,85.09013137794072
SMIM21,2554,2,1277,85.09624197983501
SLC35F1,5109,4,1277.25,85.1023525817293
MEIS1,5111,4,1277.75,85.10846318362358
ARL3,3834,3,1278,85.11457378551788
C9orf116,1278,1,1278,85.11457378551788
EIF2S2,2556,2,1278,85.11457378551788
MATN3,2557,2,1278.5,85.13290559120074
ARHGAP29,8952,7,1278.857142857143,85.13901619309502
CRYZL1,2558,2,1279,85.1451267949893
UBE2S,2559,2,1279.5,85.1512373968836
RGS13,5119,4,1279.75,85.15734799877788
RAB11FIP2,6399,5,1279.8,85.16345860067217
PRKCA,8964,7,1280.5714285714287,85.16956920256645
RAD51C,2562,2,1281,85.17567980446074
CLUAP1,5126,4,1281.5,85.18179040635503
SHISA2,3845,3,1281.6666666666667,85.18790100824931
OR6Y1,5128,4,1282,85.19401161014359
PPP1R42,1282,1,1282,85.19401161014359
AQP6,5129,4,1282.25,85.20623281393217
DNAJB7,2565,2,1282.5,85.21234341582647
SNX30,7700,6,1283.3333333333333,85.21845401772075
EXO5,2567,2,1283.5,85.22456461961502
FSD2,6418,5,1283.6,85.23067522150932
C11orf1,2568,2,1284,85.23678582340361
ZNF275,6420,5,1284,85.23678582340361
BATF2,2569,2,1284.5,85.24900702719218
VIPR2,3854,3,1284.6666666666667,85.25511762908647
KIZ,3856,3,1285.3333333333333,85.26122823098076
DNAJC25,2572,2,1286,85.26733883287504
ELK4,10288,8,1286,85.26733883287504
KRTAP10-9,1286,1,1286,85.26733883287504
TBRG1,5144,4,1286,85.26733883287504
CAPN3,6433,5,1286.6,85.29178124045218
SLC35E2B,6434,5,1286.8,85.29789184234647
POU4F3,2575,2,1287.5,85.30400244424075
GALNT11,3863,3,1287.6666666666667,85.31011304613504
ACTN2,10302,8,1287.75,85.31622364802934
CRH,1288,1,1288,85.32233424992361
STRN,14174,11,1288.5454545454545,85.3284448518179
SLC35F5,10314,8,1289.25,85.33455545371218
IL6ST,9027,7,1289.5714285714287,85.34066605560648
ECI2,3870,3,1290,85.34677665750077
SYN2,3871,3,1290.3333333333333,85.35288725939505
GJB1,3874,3,1291.3333333333333,85.35899786128934
NECAP1,5166,4,1291.5,85.36510846318363
SSR2,5166,4,1291.5,85.36510846318363
TMEM138,3875,3,1291.6666666666667,85.3773296669722
ANKRD23,2584,2,1292,85.38344026886648
TMEM219,1292,1,1292,85.38344026886648
RSPH9,2586,2,1293,85.39566147265506
ZNF257,3879,3,1293,85.39566147265506
ZNF791,6465,5,1293,85.39566147265506
PINLYP,2587,2,1293.5,85.41399327833791
P2RY14,2588,2,1294,85.4201038802322
TMEM68,2588,2,1294,85.4201038802322
BRIP1,11649,9,1294.3333333333333,85.43232508402077
FARS2,3884,3,1294.6666666666667,85.43843568591505
LAYN,2590,2,1295,85.44454628780936
ZNF430,3886,3,1295.3333333333333,85.45065688970364
SYT11,5182,4,1295.5,85.45676749159792
PITPNA,3888,3,1296,85.46287809349221
SIX6,2592,2,1296,85.46287809349221
C12orf50,3889,3,1296.3333333333333,85.47509929728079
SLC25A52,1297,1,1297,85.48120989917507
MIDN,3892,3,1297.3333333333333,85.48732050106935
METTL4,5190,4,1297.5,85.49343110296364
CMBL,3893,3,1297.6666666666667,85.49954170485793
SLC25A21,3893,3,1297.6666666666667,85.49954170485793
ZNF117,9084,7,1297.7142857142858,85.5117629086465
MKRN2,5191,4,1297.75,85.51787351054078
SIX4,6491,5,1298.2,85.52398411243507
LDOC1,3895,3,1298.3333333333333,85.53009471432937
TGFBR1,6492,5,1298.4,85.53620531622364
E2F2,5196,4,1299,85.54231591811794
ING5,5197,4,1299.25,85.54842652001223
ANKMY2,2599,2,1299.5,85.5545371219065
"NAA60",3899,3,1299.6666666666667,85.5606477238008
ZHX1,5200,4,1300,85.56675832569508
KLF9,5201,4,1300.25,85.57286892758937
RNF165,7802,6,1300.3333333333333,85.57897952948366
MED20,2602,2,1301,85.58509013137794
ZNF510,6507,5,1301.4,85.59120073327223
GPATCH11,3905,3,1301.6666666666667,85.59731133516651
LIPG,10418,8,1302.25,85.6034219370608
LRG1,2605,2,1302.5,85.6095325389551
ZNF559-ZNF177,2606,2,1303,85.61564314084937
SLC19A3,5213,4,1303.25,85.62175374274365
PHF20L1,7822,6,1303.6666666666667,85.62786434463796
PSPN,3911,3,1303.6666666666667,85.62786434463796
SLC22A5,10435,8,1304.375,85.64008554842653
CYP1B1,5218,4,1304.5,85.6461961503208
OR8B8,3914,3,1304.6666666666667,85.6523067522151
BEND7,6524,5,1304.8,85.65841735410939
GGH,5220,4,1305,85.66452795600367
MYL6B,1305,1,1305,85.66452795600367
PRRX2,1305,1,1305,85.66452795600367
SERTAD4,5222,4,1305.5,85.68285976168653
THTPA,2611,2,1305.5,85.68285976168653
ITSN1,16972,13,1305.5384615384614,85.6950809654751
GPR37L1,6529,5,1305.8,85.70119156736938
PRDM6,9147,7,1306.7142857142858,85.70730216926367
PLA2R1,14376,11,1306.909090909091,85.71341277115796
RNF169,7842,6,1307,85.71952337305224
TMOD2,9150,7,1307.142857142857,85.72563397494653
ZNF445,18314,14,1308.142857142857,85.73174457684082
CD81,5235,4,1308.75,85.7378551787351
CLOCK,10470,8,1308.75,85.7378551787351
CENPN,3928,3,1309.3333333333333,85.75007638252367
ZNF529,5238,4,1309.5,85.75618698441797
OR5AS1,7860,6,1310,85.76229758631226
PNOC,1310,1,1310,85.76229758631226
TMEM205,1310,1,1310,85.76229758631226
C7orf50,2621,2,1310.5,85.7806293919951
S100A1,2621,2,1310.5,85.7806293919951
CD302,3932,3,1310.6666666666667,85.79285059578369
HM13,3932,3,1310.6666666666667,85.79285059578369
NKD1,17039,13,1310.6923076923076,85.80507179957226
TLK2,6560,5,1312,85.81118240146654
CLK3,10498,8,1312.25,85.81729300336083
LCN8,2625,2,1312.5,85.82340360525512
IQCJ-SCHIP1,2626,2,1313,85.8295142071494
GINS2,2628,2,1314,85.8356248090437
RSPH3,6576,5,1315.2,85.84173541093799
