hgnc_symbol,transcript_length,start_position,end_position,ensembl_gene_id,chromosome_name,mutation_count,mut_count_by_trans_len
FAM89A,1576,231018958,231040254,ENSG00000182118,1,1,6.345177664974619e-4
SH3KBP1,4728,19533977,19887600,ENSG00000147010,X,3,6.345177664974619e-4
EGR2,3155,62811996,62819167,ENSG00000122877,10,2,6.339144215530904e-4
NHLRC2,11051,113854661,113917194,ENSG00000196865,10,7,6.334268392000724e-4
FEZ1,4744,125442881,125592568,ENSG00000149557,11,3,6.323777403035413e-4
SAMD5,6326,147508690,147737547,ENSG00000203727,6,4,6.323110970597534e-4
ARPC1A,1582,99325898,99366262,ENSG00000241685,7,1,6.321112515802782e-4
GPR52,1582,174447964,174449545,ENSG00000203737,1,1,6.321112515802782e-4
HLA-G,1582,29826986,29831158,ENSG00000276051,CHR_HSCHR6_MHC_APD_CTG1,1,6.321112515802782e-4
FANK1,1583,125896564,126009592,ENSG00000203780,10,1,6.317119393556538e-4
MRPL22,3173,154941073,154969411,ENSG00000082515,5,2,6.303183107469272e-4
PCDHGC4,4763,141484997,141512975,ENSG00000242419,5,3,6.298551333193366e-4
SMARCC1,6354,47585269,47782106,ENSG00000173473,3,4,6.295247088448222e-4
BNC1,4767,83255884,83284664,ENSG00000169594,15,3,6.293266205160479e-4
RCBTB2,3179,48488963,48533256,ENSG00000136161,13,2,6.291286568103177e-4
HCAR1,4769,122726076,122730844,ENSG00000196917,12,3,6.290626965820927e-4
SMIM3,1590,150778757,150796734,ENSG00000256235,5,1,6.289308176100629e-4
MFN2,4772,11980181,12015211,ENSG00000116688,1,3,6.286672254819782e-4
HSPA4,4774,133052013,133106449,ENSG00000170606,5,3,6.284038542103058e-4
TPMT,3184,18128311,18155077,ENSG00000137364,6,2,6.28140703517588e-4
SPRN,3185,133420666,133424625,ENSG00000203772,10,2,6.279434850863422e-4
ERVFRD-1,3191,11102489,11111725,ENSG00000244476,6,2,6.267627702914447e-4
ZNF649,3192,51889235,51905040,ENSG00000198093,19,2,6.265664160401002e-4
ST18,6385,52110838,52460959,ENSG00000147488,8,4,6.264682850430697e-4
PRDM9,3193,23443586,23528093,ENSG00000164256,5,2,6.263701847792045e-4
DYNC1LI1,4791,32525974,32570858,ENSG00000144635,3,3,6.261740763932373e-4
EPB41,6388,28887091,29120046,ENSG00000159023,1,4,6.261740763932373e-4
INPP5K,3194,1494577,1516742,ENSG00000132376,17,2,6.261740763932373e-4
TAB3,7987,30827442,30975084,ENSG00000157625,X,5,6.260172780768749e-4
ZNF611,4796,52702813,52735073,ENSG00000213020,19,3,6.255212677231026e-4
PTN,1599,137227341,137343774,ENSG00000105894,7,1,6.253908692933083e-4
RDH16,3198,56951431,56959374,ENSG00000139547,12,2,6.253908692933083e-4
MITF,4799,69739456,69968336,ENSG00000187098,3,3,6.25130235465722e-4
FKBP1B,1601,24049701,24063681,ENSG00000119782,2,1,6.246096189881324e-4
PEAK1,19217,77100656,77420144,ENSG00000173517,15,12,6.244471041265546e-4
GGA1,3205,37608725,37633564,ENSG00000100083,22,2,6.240249609984399e-4
ZNF528,4809,52397849,52418412,ENSG00000167555,19,3,6.238303181534623e-4
MAP4K5,4812,50418501,50561126,ENSG00000012983,14,3,6.234413965087282e-4
"NAA20",1604,20017310,20033655,ENSG00000173418,20,1,6.234413965087282e-4
EDIL3,4814,83940554,84384880,ENSG00000164176,5,3,6.231823847112588e-4
SDS,1605,113392445,113426301,ENSG00000135094,12,1,6.230529595015577e-4
MARVELD1,3213,97713173,97718150,ENSG00000155254,10,2,6.224712107065049e-4
NEURL1B,6427,172641263,172691540,ENSG00000214357,5,4,6.223743581764431e-4
ZNF473,4828,50025714,50053414,ENSG00000142528,19,3,6.213753106876554e-4
MRPS18B,1610,30607946,30616632,ENSG00000233813,CHR_HSCHR6_MHC_DBB_CTG1,1,6.211180124223603e-4
SSR1,9661,7268306,7347446,ENSG00000124783,6,6,6.210537211468792e-4
NMUR1,3221,231523187,231530445,ENSG00000171596,2,2,6.209251785159888e-4
LMAN2,1611,177331567,177351668,ENSG00000169223,5,1,6.207324643078833e-4
FBXL4,8058,98868535,98948006,ENSG00000112234,6,5,6.205013651030033e-4
NFE2L1,4839,48048329,48061545,ENSG00000082641,17,3,6.199628022318661e-4
TYMS,1613,657653,673578,ENSG00000176890,18,1,6.199628022318661e-4
NRK,8066,105822539,105958610,ENSG00000123572,X,5,6.198859409868585e-4
ZNF222,1614,44025342,44033110,ENSG00000159885,19,1,6.195786864931846e-4
MAGED4B,3230,52061827,52069219,ENSG00000187243,X,2,6.191950464396285e-4
TMEM114,1618,8537605,8590511,ENSG00000232258,16,1,6.180469715698393e-4
VPS37D,1618,73667831,73672112,ENSG00000176428,7,1,6.180469715698393e-4
CLASP1,8092,121337776,121649476,ENSG00000074054,2,5,6.178942165101335e-4
GORASP1,3240,39096599,39107863,ENSG00000114745,3,2,6.172839506172839e-4
IDH3B,1620,2658395,2664219,ENSG00000101365,20,1,6.172839506172839e-4
MOB3B,6487,27325209,27529814,ENSG00000120162,9,4,6.16617851086789e-4
MAP2K1,4868,66386837,66491656,ENSG00000169032,15,3,6.162695152013147e-4
IDNK,1623,83623049,83644130,ENSG00000148057,9,1,6.161429451632779e-4
CNBD1,1624,86866415,87615219,ENSG00000176571,8,1,6.157635467980296e-4
PEX5,3252,7187916,7217805,ENSG00000288217,CHR_HG1398_PATCH,2,6.150061500615006e-4
PGK2,1626,49785660,49787285,ENSG00000170950,6,1,6.150061500615006e-4
FBXL8,1630,67159932,67164570,ENSG00000135722,16,1,6.134969325153375e-4
ZNF281,4891,200404940,200410056,ENSG00000162702,1,3,6.133714986710284e-4
SLC2A11,3264,23856703,23886309,ENSG00000275744,CHR_HSCHR22_1_CTG7,2,6.127450980392157e-4
PDE4A,4897,10416773,10469630,ENSG00000065989,19,3,6.12619971411068e-4
RARB,4897,24687887,25597932,ENSG00000077092,3,3,6.12619971411068e-4
COLEC11,1633,3594832,3644644,ENSG00000118004,2,1,6.12369871402327e-4
DCAF4L2,3269,87870747,87874015,ENSG00000176566,8,2,6.11807892321811e-4
ANKRD46,3270,100509752,100559784,ENSG00000186106,8,2,6.116207951070336e-4
DDX19B,3275,70289663,70335305,ENSG00000157349,16,2,6.106870229007634e-4
PIGU,1639,34560542,34698790,ENSG00000101464,20,1,6.101281269066504e-4
PDLIM2,6559,22578279,22598025,ENSG00000120913,8,4,6.098490623570666e-4
ARL9,1640,56505209,56524959,ENSG00000196503,4,1,6.097560975609756e-4
DDB1,4920,61299451,61342596,ENSG00000167986,11,3,6.097560975609756e-4
MESP2,1640,89760591,89778754,ENSG00000188095,15,1,6.097560975609756e-4
SPATA31D4,4923,81928428,81934998,ENSG00000189357,9,3,6.093845216331506e-4
ZNF134,4924,57614233,57624724,ENSG00000213762,19,3,6.092607636068237e-4
CDX4,1642,73447053,73455171,ENSG00000131264,X,1,6.090133982947625e-4
OR7D2,3286,9178979,9188818,ENSG00000188000,19,2,6.086427267194157e-4
PLS3,3288,115561174,115650861,ENSG00000102024,X,2,6.082725060827251e-4
GPR143,1645,9725346,9786297,ENSG00000101850,X,1,6.079027355623101e-4
SLITRK3,4937,165186720,165197109,ENSG00000121871,3,3,6.076564715414219e-4
CLEC6A,1646,8455962,8478330,ENSG00000205846,12,1,6.075334143377885e-4
OXCT1,3294,41730065,41870425,ENSG00000083720,5,2,6.071645415907711e-4
PCDHB10,3295,141192353,141195647,ENSG00000120324,5,2,6.069802731411229e-4
TBC1D14,4947,6909242,7033118,ENSG00000132405,4,3,6.064281382656155e-4
COPS7B,3299,231781671,231809254,ENSG00000144524,2,2,6.062443164595332e-4
HAPLN2,1650,156619331,156625725,ENSG00000132702,1,1,6.060606060606061e-4
RHOV,1650,40872214,40874234,ENSG00000104140,15,1,6.060606060606061e-4
SLC46A3,3302,28700064,28718970,ENSG00000139508,13,2,6.056935190793458e-4
POLR3A,6610,77975149,78029515,ENSG00000148606,10,4,6.05143721633888e-4
PEG10,6618,94656325,94669695,ENSG00000242265,7,4,6.044122091266244e-4
ITIH6,4964,54748918,54798255,ENSG00000102313,X,3,6.043513295729251e-4
KCNQ3,11583,132120859,132481095,ENSG00000184156,8,7,6.04333937667271e-4
ADSL,4965,40346461,40390463,ENSG00000239900,22,3,6.042296072507553e-4
RNASEH2C,3311,65714005,65720818,ENSG00000172922,11,2,6.040471156750226e-4
USP14,4972,158383,214629,ENSG00000101557,18,3,6.033789219629927e-4
AUP1,1658,74526645,74529760,ENSG00000115307,2,1,6.031363088057901e-4
SUCLA2,3317,47745736,48037968,ENSG00000136143,13,2,6.029544769369913e-4
FBXO44,3320,11654375,11663327,ENSG00000132879,1,2,6.024096385542169e-4
TMEM123,3321,102396332,102470384,ENSG00000152558,11,2,6.022282445046673e-4
SBK1,4986,28259246,28323849,ENSG00000188322,16,3,6.016847172081829e-4
CBWD5,3326,65668805,65734041,ENSG00000147996,9,2,6.013229104028864e-4
USP15,14971,62260338,62417431,ENSG00000135655,12,9,6.011622470108877e-4
PATE2,1666,125776113,125778828,ENSG00000196844,11,1,6.002400960384153e-4
CBWD6,3334,41131306,41199261,ENSG00000215126,9,2,5.998800239952009e-4
WDR3,10004,117929720,117966543,ENSG00000065183,1,6,5.997600959616154e-4
CLN6,3335,68206992,68257211,ENSG00000128973,15,2,5.997001499250374e-4
KIF9,3337,47227998,47283451,ENSG00000088727,3,2,5.993407252022775e-4
SPATA33,3339,89657740,89671272,ENSG00000167523,16,2,5.989817310572028e-4
HOXA5,1670,27141052,27143681,ENSG00000106004,7,1,5.988023952095808e-4
EPS8,5016,15620134,15882329,ENSG00000151491,12,3,5.980861244019139e-4
DCAF12L1,3345,126549383,126552814,ENSG00000198889,X,2,5.979073243647235e-4
CLMP,5032,123069872,123195248,ENSG00000166250,11,3,5.961844197138314e-4
HNRNPH3,3356,68331174,68343193,ENSG00000096746,10,2,5.959475566150178e-4
FUBP1,6714,77944055,77979110,ENSG00000162613,1,4,5.957700327673518e-4
CCR5,3358,46370946,46376206,ENSG00000160791,3,2,5.955926146515784e-4
PITX2,3359,110617423,110642123,ENSG00000164093,4,2,5.954153021732659e-4
CISH,5042,50606489,50611774,ENSG00000114737,3,3,5.950019833399445e-4
PSIP1,3364,15464066,15510995,ENSG00000164985,9,2,5.945303210463733e-4
NEUROG1,1683,135534282,135535964,ENSG00000181965,5,1,5.941770647653001e-4
PRKAG1,1683,49002274,49018807,ENSG00000181929,12,1,5.941770647653001e-4
TNPO2,5051,12699201,12724011,ENSG00000105576,19,3,5.93941793704217e-4
GAN,15159,81314944,81390809,ENSG00000261609,16,9,5.937067088858105e-4
DUSP2,1685,96143169,96145440,ENSG00000158050,2,1,5.934718100890207e-4
RFC2,1685,74231499,74254458,ENSG00000049541,7,1,5.934718100890207e-4
NIFK,1686,121726945,121736911,ENSG00000155438,2,1,5.931198102016608e-4
PRMT1,1686,49675786,49689029,ENSG00000126457,19,1,5.931198102016608e-4
CELF6,3373,72284727,72320157,ENSG00000140488,15,2,5.929439667951378e-4
EIF3F,8434,7970251,8001862,ENSG00000175390,11,5,5.928385107896609e-4
PCDHB13,5061,141213919,141218979,ENSG00000187372,5,3,5.927682276229994e-4
SHISA9,6749,12901598,13240416,ENSG00000237515,16,4,5.92680397095866e-4
TUBB3,5062,89921392,89938761,ENSG00000258947,16,3,5.926511260371395e-4
ACSL3,8441,222860942,222944639,ENSG00000123983,2,5,5.923468783319512e-4
RAPGEF1,6760,131576770,131740076,ENSG00000107263,9,4,5.91715976331361e-4
TIAL1,5072,119571802,119597029,ENSG00000151923,10,3,5.914826498422713e-4
PHKA2,5077,18892298,18984114,ENSG00000044446,X,3,5.909001378766989e-4
ADAM29,3386,174829668,174978180,ENSG00000168594,4,2,5.906674542232723e-4
EOMES,3386,27715949,27722711,ENSG00000163508,3,2,5.906674542232723e-4
MRPL20,1693,1401909,1407293,ENSG00000242485,1,1,5.906674542232723e-4
MRPS11,3392,88467453,88480776,ENSG00000181991,15,2,5.896226415094339e-4
TPPP2,1696,21024109,21036276,ENSG00000179636,14,1,5.896226415094339e-4
PKD2,5089,88007635,88077777,ENSG00000118762,4,3,5.895067793279622e-4
TMX2,1697,57712593,57740973,ENSG00000213593,11,1,5.892751915144372e-4
SYT17,5092,19167971,19268332,ENSG00000103528,16,3,5.89159465828751e-4
TRIM24,8488,138460259,138589996,ENSG00000122779,7,5,5.89066918001885e-4
ERP29,1698,112013348,112023449,ENSG00000089248,12,1,5.889281507656066e-4
KCTD7,5098,66628881,66649067,ENSG00000243335,7,3,5.884660651235779e-4
HAND1,1701,154474972,154478227,ENSG00000113196,5,1,5.878894767783657e-4
EBF3,5106,129835233,129973053,ENSG00000108001,10,3,5.875440658049354e-4
GIPR,3404,45668221,45683722,ENSG00000010310,19,2,5.875440658049354e-4
VRTN,3408,74303069,74360008,ENSG00000133980,14,2,5.868544600938967e-4
CLCF1,1705,67364168,67374177,ENSG00000175505,11,1,5.865102639296188e-4
STRIP2,5116,129434432,129488399,ENSG00000128578,7,3,5.863956215793589e-4
GPR182,3411,56994492,56998447,ENSG00000166856,12,2,5.863383172090296e-4
UVRAG,5117,75815210,76144232,ENSG00000198382,11,3,5.86281024037522e-4
ATXN1L,8531,71808439,71885268,ENSG00000224470,16,5,5.860977611065526e-4
G3BP1,11945,151771045,151812911,ENSG00000145907,5,7,5.860192549183759e-4
SERPINB4,1707,63637259,63644256,ENSG00000206073,18,1,5.858230814294083e-4
ZNF622,1707,16451519,16465800,ENSG00000173545,5,1,5.858230814294083e-4
CHAMP1,5122,114314482,114337626,ENSG00000198824,13,3,5.857087075361187e-4
TIGD7,3421,3298808,3305729,ENSG00000140993,16,2,5.846243788365975e-4
PEX7,1711,136822564,136913934,ENSG00000112357,6,1,5.844535359438924e-4
FGF22,1712,639879,644373,ENSG00000070388,19,1,5.841121495327102e-4
MPP7,5138,28050993,28334486,ENSG00000150054,10,3,5.838847800700662e-4
"NAPEPLD",5140,103099776,103149560,ENSG00000161048,7,3,5.836575875486381e-4
MC4R,1714,60371062,60372775,ENSG00000166603,18,1,5.834305717619603e-4
NOB1,1716,69741871,69754926,ENSG00000141101,16,1,0.00058275058275058275
C3AR1,3434,8056844,8066359,ENSG00000171860,12,2,5.824111822947001e-4
C16orf86,1719,67666814,67668757,ENSG00000159761,16,1,5.817335660267597e-4
LYPD6B,1719,149038107,149215262,ENSG00000150556,2,1,5.817335660267597e-4
WNT6,1719,218859805,218874233,ENSG00000115596,2,1,5.817335660267597e-4
UBE2H,5162,129830732,129952960,ENSG00000186591,7,3,5.81170089112747e-4
NCS1,5164,130172404,130237303,ENSG00000107130,9,3,5.809450038729666e-4
EHBP1,5165,62673851,63046487,ENSG00000115504,2,3,5.808325266214908e-4
ODF3B,1722,50529710,50532506,ENSG00000177989,22,1,5.807200929152149e-4
SLC5A7,5167,107986523,108013994,ENSG00000115665,2,3,5.806077027288562e-4
C2CD4A,3445,62066977,62070917,ENSG00000198535,15,2,5.805515239477503e-4
MED12,8628,71118543,71144103,ENSG00000184634,X,5,5.795085767269356e-4
BNIP3L,3452,26383054,26505636,ENSG00000104765,8,2,5.793742757821553e-4
CCNO,1726,55231152,55233608,ENSG00000152669,5,1,5.793742757821553e-4
RNF208,1732,137220247,137222240,ENSG00000212864,9,1,5.773672055427252e-4
OR5K1,3466,98463201,98472924,ENSG00000232382,3,2,5.770340450086555e-4
ALDH1A3,3469,100877714,100916626,ENSG00000184254,15,2,5.765350245027386e-4
CADM1,8675,115169218,115504957,ENSG00000182985,11,5,5.763688760806917e-4
GTF2H4,1735,30898895,30904817,ENSG00000226384,CHR_HSCHR6_MHC_DBB_CTG1,1,5.763688760806917e-4
KCNJ10,5205,159998651,160070160,ENSG00000177807,1,3,5.763688760806917e-4
TMEM230,1735,5068232,5113103,ENSG00000089063,20,1,5.763688760806917e-4
WDR74,1736,62832342,62841809,ENSG00000133316,11,1,5.76036866359447e-4
"NAV1",13891,201539127,201826969,ENSG00000134369,1,8,5.759124613058816e-4
DPEP3,1737,67975663,67980549,ENSG00000141096,16,1,5.757052389176742e-4
LMNB1,3475,126776623,126837020,ENSG00000113368,5,2,5.755395683453237e-4
NIPBL,10425,36876769,37066413,ENSG00000164190,5,6,5.755395683453237e-4
VEGFA,12167,43770184,43786487,ENSG00000112715,6,7,5.753267033779897e-4
PRKG1,6957,50990888,52298423,ENSG00000185532,10,4,5.749604714675866e-4
C3orf56,1740,127193131,127198185,ENSG00000214324,3,1,5.747126436781609e-4
NTPCR,8705,232950605,232983882,ENSG00000135778,1,5,5.743825387708214e-4
IFNGR2,1742,33403413,33479348,ENSG00000159128,21,1,5.74052812858783e-4
FBXL5,3488,15604381,15681679,ENSG00000118564,4,2,5.733944954128441e-4
SLC44A1,10482,105244622,105439171,ENSG00000070214,9,6,5.724098454493417e-4
MED23,5247,131573966,131628242,ENSG00000112282,6,3,5.717552887364208e-4
APOF,1750,56360568,56362857,ENSG00000175336,12,1,5.714285714285715e-4
ZFP36,1752,39406847,39409412,ENSG00000128016,19,1,5.707762557077625e-4
GATA4,3508,11676959,11760002,ENSG00000136574,8,2,5.701254275940707e-4
TANGO2,3509,20017014,20067164,ENSG00000183597,22,2,5.699629524080935e-4
CCNA1,1758,36431520,36442870,ENSG00000133101,13,1,5.688282138794084e-4
EIF4A1,1758,7572824,7579006,ENSG00000161960,17,1,5.688282138794084e-4
P2RY10,3517,78945332,78963727,ENSG00000078589,X,2,5.686664771111743e-4
KCTD17,1760,37051739,37063390,ENSG00000100379,22,1,5.681818181818182e-4
MAGEA3,1762,152698767,152702347,ENSG00000221867,X,1,5.675368898978433e-4
DNAJC8,1763,28199456,28233029,ENSG00000285317,CHR_HSCHR1_8_CTG3,1,5.672149744753262e-4
TPI1,1763,6867119,6870948,ENSG00000111669,12,1,5.672149744753262e-4
PALMD,5294,99646113,99694541,ENSG00000099260,1,3,5.666792595391009e-4
SUCLG1,1765,84423528,84460045,ENSG00000163541,2,1,5.665722379603399e-4
ATP2B1,7062,89588049,89709300,ENSG00000070961,12,4,5.664117813650524e-4
SYNPO,7063,150601080,150659207,ENSG00000171992,5,4,5.66331587144273e-4
SRCIN1,7065,38530031,38605952,ENSG00000277363,17,4,5.661712668082095e-4
PFKFB2,7073,207034366,207081024,ENSG00000123836,1,4,5.655308921249824e-4
GADD45GIP1,1769,12953119,12957223,ENSG00000179271,19,1,5.652911249293386e-4
CENPV,1770,16342534,16353656,ENSG00000166582,17,1,5.649717514124294e-4
ARFIP1,3542,152779937,152918463,ENSG00000164144,4,2,5.64652738565782e-4
SLAMF7,3542,160739057,160754821,ENSG00000026751,1,2,5.64652738565782e-4
FAM180A,1774,135728348,135748813,ENSG00000189320,7,1,5.636978579481398e-4
XPO5,5323,43522334,43576038,ENSG00000124571,6,3,5.635919594213789e-4
RHOJ,3556,63204114,63293508,ENSG00000126785,14,2,5.624296962879641e-4
USH1G,3558,74916083,74923256,ENSG00000182040,17,2,5.621135469364812e-4
TCF7,5340,134114681,134151865,ENSG00000081059,5,3,5.617977528089888e-4
PAX1,5342,21705659,21718481,ENSG00000125813,20,3,5.615874204417821e-4
PUSL1,1783,1308597,1311677,ENSG00000169972,1,1,5.608524957936063e-4
PPP2R1A,5352,52190048,52229518,ENSG00000105568,19,3,5.605381165919282e-4
SEC61A1,3568,128051641,128071683,ENSG00000058262,3,2,5.605381165919282e-4
SOCS1,1784,11254417,11256204,ENSG00000185338,16,1,5.605381165919282e-4
ANGPTL6,1785,10092338,10102678,ENSG00000130812,19,1,5.602240896358543e-4
KCTD10,5355,109448655,109477359,ENSG00000110906,12,3,5.602240896358543e-4
TACR3,5359,103586031,103719985,ENSG00000169836,4,3,5.598059339428998e-4
ARL8A,1789,202133404,202144743,ENSG00000143862,1,1,5.589714924538849e-4
BCAP31,1789,153700492,153724565,ENSG00000185825,X,1,5.589714924538849e-4
MTFR2,1789,136231024,136250335,ENSG00000146410,6,1,5.589714924538849e-4
RBM14,5367,66616626,66629934,ENSG00000239306,11,3,5.589714924538849e-4
SPO11,1789,57329803,57343994,ENSG00000054796,20,1,5.589714924538849e-4
ANKRD1,1790,90912096,90921087,ENSG00000148677,10,1,5.586592178770949e-4
JAK3,5386,17824780,17848071,ENSG00000105639,19,3,5.569996286669142e-4
TGDS,1797,94574054,94596242,ENSG00000088451,13,1,5.564830272676684e-4
PDCD5,1799,32581190,32587453,ENSG00000105185,19,1,5.558643690939411e-4
POGLUT1,3598,119468963,119494708,ENSG00000163389,3,2,5.558643690939411e-4
GKAP1,1801,83739425,83829516,ENSG00000165113,9,1,5.55247084952804e-4
PRPF40B,3602,49568218,49644666,ENSG00000110844,12,2,5.55247084952804e-4
AMFR,3607,56361452,56425545,ENSG00000159461,16,2,5.544774050457444e-4
FASLG,1805,172659103,172666876,ENSG00000117560,1,1,5.54016620498615e-4
DCBLD1,3614,117453817,117569858,ENSG00000164465,6,2,5.534034311012728e-4
CHURC1,3615,64914361,64944591,ENSG00000258289,14,2,5.532503457814661e-4
FITM1,1808,24130659,24132849,ENSG00000139914,14,1,5.530973451327434e-4
NHS,9044,17375200,17735994,ENSG00000188158,X,5,5.528527200353826e-4
LAMP5,1810,9514358,9530524,ENSG00000125869,20,1,5.524861878453039e-4
ZFYVE9,7243,52142089,52348671,ENSG00000157077,1,4,5.522573519259975e-4
TLR4,12677,117704175,117724735,ENSG00000136869,9,7,5.521811154058532e-4
GATA6,3624,22169589,22202528,ENSG00000141448,18,2,5.518763796909492e-4
CHM,5438,85861180,86047561,ENSG00000188419,X,3,5.516734093416697e-4
ACOT7,1813,6264269,6393767,ENSG00000097021,1,1,5.515719801434088e-4
SPN,7252,29662979,29670876,ENSG00000197471,16,4,5.515719801434088e-4
ZDHHC19,1813,196197452,196211437,ENSG00000163958,3,1,5.515719801434088e-4
RSL1D1,5440,11833850,11851580,ENSG00000171490,16,3,5.514705882352941e-4
C19orf47,3628,40319536,40348527,ENSG00000160392,19,2,5.512679162072767e-4
MAGEA9,1814,149781930,149787737,ENSG00000123584,X,1,5.512679162072767e-4
MAGEA9B,1814,149581653,149587459,ENSG00000267978,X,1,5.512679162072767e-4
RNF182,3629,13924446,13980310,ENSG00000180537,6,2,5.511160099200882e-4
VSIG8,1818,159854316,159862657,ENSG00000243284,1,1,5.5005500550055e-4
PXN,5457,120210439,120265771,ENSG00000089159,12,3,5.497526113249038e-4
TMEM168,7276,112762377,112790423,ENSG00000146802,7,4,5.497526113249038e-4
ZNF420,3639,37007857,37130368,ENSG00000197050,19,2,5.496015388843089e-4
KLK13,1820,51055626,51065114,ENSG00000167759,19,1,0.00054945054945054945
CLASP2,7282,33496245,33718356,ENSG00000163539,3,4,5.492996429552321e-4
NSMF,3649,137447570,137459334,ENSG00000165802,9,2,5.480953685941354e-4
ZNF282,3651,149195546,149226238,ENSG00000170265,7,2,5.477951246233908e-4
GPX5,1826,28525881,28534955,ENSG00000224586,6,1,5.47645125958379e-4
PARP6,3657,72241181,72272999,ENSG00000137817,15,2,5.468963631391851e-4
ATP11B,7315,182793503,182921629,ENSG00000058063,3,4,5.468215994531784e-4
MAPK6,5489,51952106,52067375,ENSG00000069956,15,3,5.465476407360175e-4
JUNB,1830,12791486,12793315,ENSG00000171223,19,1,5.46448087431694e-4
VPS26B,3661,134224671,134247788,ENSG00000151502,11,2,5.462988254575252e-4
DPYSL3,5492,147390808,147510068,ENSG00000113657,5,3,5.462490895848507e-4
FLCN,3667,17212212,17237188,ENSG00000154803,17,2,5.45404963185165e-4
ABCD1,3669,153724856,153744755,ENSG00000101986,X,2,5.451076587626056e-4
RPF2,3671,110982015,111028263,ENSG00000197498,6,2,5.448106782892945e-4
PCDH11X,9179,91779261,92623230,ENSG00000102290,X,5,5.447216472382612e-4
RUSC1-AS1,1836,155316863,155324176,ENSG00000225855,1,1,5.446623093681918e-4
PRSS8,1837,31131433,31135727,ENSG00000052344,16,1,5.443658138268917e-4
RASSF9,5515,85800703,85836409,ENSG00000198774,12,3,5.439709882139619e-4
USP3,5517,63504511,63594640,ENSG00000140455,15,3,5.43773790103317e-4
ANAPC13,1840,134477706,134486716,ENSG00000129055,3,1,5.434782608695652e-4
PNMA3,3682,153056409,153060467,ENSG00000183837,X,2,5.431830526887561e-4
TRHDE,11047,72087266,72670758,ENSG00000072657,12,6,5.431338825020367e-4
DRAXIN,7365,11691710,11725857,ENSG00000162490,1,4,5.431093007467753e-4
GABRB2,7367,161288429,161549044,ENSG00000145864,5,4,5.429618569295507e-4
ZNF367,3687,96385941,96418370,ENSG00000165244,9,2,5.424464334147003e-4
MKRN2OS,1845,12514934,12561059,ENSG00000225526,3,1,5.420054200542005e-4
FKBP5,7384,35573585,35728583,ENSG00000096060,6,4,5.417118093174431e-4
SMCO1,1846,196506879,196515346,ENSG00000214097,3,1,5.417118093174431e-4
CATSPERB,3699,91580696,91780707,ENSG00000133962,14,2,5.406866720735334e-4
RP2,3700,46837043,46882358,ENSG00000102218,X,2,5.405405405405405e-4
PPP2R1B,5553,111726908,111766389,ENSG00000137713,11,3,5.402485143165856e-4
PIK3CA,9259,179148114,179240093,ENSG00000121879,3,5,5.400151204233718e-4
EVL,3704,99971449,100144236,ENSG00000196405,14,2,5.399568034557236e-4
LTV1,1853,143843338,143863812,ENSG00000135521,6,1,5.396654074473826e-4
MRPL46,5561,88459477,88467390,ENSG00000259494,15,3,5.39471318108254e-4
CPN1,1855,100042193,100081869,ENSG00000120054,10,1,5.390835579514825e-4
ACY1,1857,51983340,51989197,ENSG00000243989,3,1,5.385029617662897e-4
CD151,1857,832887,839831,ENSG00000177697,11,1,5.385029617662897e-4
GABRA4,11147,46918900,46993581,ENSG00000109158,4,6,5.382614156275231e-4
REM2,1858,22883222,22887678,ENSG00000139890,14,1,5.382131324004305e-4
BPHL,3723,3118374,3153578,ENSG00000137274,6,2,5.372011818426001e-4
SOX18,1862,64047582,64049639,ENSG00000203883,20,1,5.370569280343716e-4
CLEC7A,3725,10116777,10130258,ENSG00000172243,12,2,5.369127516778523e-4
BCAT1,9314,24810024,24949101,ENSG00000060982,12,5,5.368262830148165e-4
DNAJC3,5590,95677139,95794988,ENSG00000102580,13,3,5.366726296958855e-4
PAN3,5590,28138506,28295335,ENSG00000152520,13,3,5.366726296958855e-4
OSM,1865,30262829,30266851,ENSG00000099985,22,1,5.361930294906167e-4
GK2,1868,79406361,79408228,ENSG00000196475,4,1,5.353319057815846e-4
PSRC1,1870,109279556,109283186,ENSG00000134222,1,1,5.347593582887701e-4
APLP2,3742,130068147,130144811,ENSG00000084234,11,2,5.344735435595938e-4
BHLHE41,3743,26120030,26125037,ENSG00000123095,12,2,5.343307507347048e-4
MDM2,7490,68808177,68845544,ENSG00000135679,12,4,5.34045393858478e-4
CD38,5620,15778275,15853232,ENSG00000004468,4,3,5.338078291814947e-4
HENMT1,1874,108648290,108661526,ENSG00000162639,1,1,5.336179295624333e-4
ADORA2B,1875,15945130,15975746,ENSG00000170425,17,1,5.333333333333334e-4
NRXN1,9375,49918503,51225575,ENSG00000179915,2,5,5.333333333333334e-4
SLC20A2,3752,42416475,42541926,ENSG00000168575,8,2,5.330490405117271e-4
TMEM74B,1876,1180561,1185415,ENSG00000125895,20,1,5.330490405117271e-4
MCM6,3753,135839626,135876443,ENSG00000076003,2,2,5.329070077271516e-4
BCL3,1877,44747705,44760044,ENSG00000069399,19,1,5.327650506126798e-4
PGRMC1,1879,119236245,119244466,ENSG00000101856,X,1,5.321979776476849e-4
"NAP1L1",13159,76036585,76084735,ENSG00000187109,12,7,5.319553157534767e-4
TNFRSF8,3760,12063303,12144207,ENSG00000120949,1,2,5.319148936170213e-4
PDZD4,3761,153802166,153830565,ENSG00000067840,X,2,5.317734645041213e-4
