hgnc_symbol,transcript_length,start_position,end_position,ensembl_gene_id,chromosome_name,mutation_count,mut_count_by_trans_len
CMKLR1,5488,108288044,108339317,ENSG00000174600,12,3,5.466472303206997e-4
TMEM101,1830,44011188,44023946,ENSG00000091947,17,1,5.46448087431694e-4
TMOD2,9150,51751597,51816363,ENSG00000128872,15,5,5.46448087431694e-4
ZNF396,3661,35366694,35377337,ENSG00000186496,18,2,5.462988254575252e-4
TRAT1,1831,108822770,108855005,ENSG00000163519,3,1,5.461496450027307e-4
GPR174,5494,79144688,79175318,ENSG00000147138,X,3,5.460502366217692e-4
DAZAP2,3664,51238724,51271362,ENSG00000183283,12,2,5.458515283842794e-4
GFRA1,9161,116056925,116276803,ENSG00000151892,10,5,5.457919441109049e-4
ORC6,1833,46689643,46698394,ENSG00000091651,16,1,5.455537370430987e-4
TMEM8B,14670,35814451,35865518,ENSG00000137103,9,8,5.453306066803e-4
BCKDHB,3668,80106647,80346270,ENSG00000083123,6,2,5.452562704471102e-4
CLNK,5502,10486395,10684768,ENSG00000109684,4,3,5.452562704471102e-4
PRSS37,1834,141836300,141841487,ENSG00000165076,7,1,5.452562704471102e-4
XRCC3,3668,103697609,103715504,ENSG00000126215,14,2,5.452562704471102e-4
C8orf44,1835,66667615,66685564,ENSG00000288596,8,1,5.449591280653951e-4
PDXK,7341,43719094,43762307,ENSG00000160209,21,4,5.448848930663398e-4
UTP23,3672,116766505,116849463,ENSG00000147679,8,2,5.446623093681918e-4
ARHGDIA,1837,81867721,81871378,ENSG00000141522,17,1,5.443658138268917e-4
LRRC57,7351,42537820,42548802,ENSG00000180979,15,4,5.441436539246361e-4
CAPRIN1,5514,34051731,34102610,ENSG00000135387,11,3,5.44069640914037e-4
EPHX3,1838,15226919,15233435,ENSG00000105131,19,1,5.44069640914037e-4
JMJD6,5517,76712832,76726799,ENSG00000070495,17,3,5.43773790103317e-4
TSPAN31,3678,57738013,57750219,ENSG00000135452,12,2,5.43773790103317e-4
LRP2BP,5519,185363872,185395924,ENSG00000109771,4,3,5.435767349157456e-4
RAB18,7359,27504174,27543207,ENSG00000099246,10,4,5.435521130588395e-4
FGF20,1840,16992181,17002345,ENSG00000078579,8,1,5.434782608695652e-4
TNPO1,11040,72816312,72916733,ENSG00000083312,5,6,5.434782608695652e-4
ACTL8,1841,17755333,17827063,ENSG00000117148,1,1,5.431830526887561e-4
HMGB2,1841,173331376,173334432,ENSG00000164104,4,1,5.431830526887561e-4
FRMD8,3685,65386621,65413525,ENSG00000126391,11,2,5.42740841248304e-4
NKX2-8,1843,36580004,36582614,ENSG00000136327,14,1,5.425935973955507e-4
ZNF367,3687,96385941,96418370,ENSG00000165244,9,2,5.424464334147003e-4
EIF5A2,5534,170888418,170908644,ENSG00000163577,3,3,5.421033610408384e-4
C9orf153,1845,86220265,86259657,ENSG00000187753,9,1,5.420054200542005e-4
MKRN2OS,1845,12514934,12561059,ENSG00000225526,3,1,5.420054200542005e-4
SYCP3,3690,101728648,101739472,ENSG00000139351,12,2,5.420054200542005e-4
RAP2A,5540,97434169,97469128,ENSG00000125249,13,3,5.415162454873646e-4
OR7A10,1847,14840466,14848922,ENSG00000127515,19,1,5.414185165132648e-4
TUBB2B,3695,3223324,3231730,ENSG00000137285,6,2,5.412719891745603e-4
PRRG4,5543,32829927,32858120,ENSG00000135378,11,3,5.412231643514342e-4
DDHD1,12941,53036745,53153323,ENSG00000100523,14,7,5.409164670427324e-4
SBSPON,3698,73064543,73124088,ENSG00000164764,8,2,5.408328826392645e-4
CCP110,5549,19523811,19553408,ENSG00000103540,16,3,5.406379527842854e-4
CD40LG,1852,136648158,136660390,ENSG00000102245,X,1,5.399568034557236e-4
CHMP4C,1852,81732448,81759515,ENSG00000164695,8,1,5.399568034557236e-4
SMIM19,3704,42541155,42555195,ENSG00000176209,8,2,5.399568034557236e-4
YWHAG,3705,76326799,76358991,ENSG00000170027,7,2,5.398110661268556e-4
NSMCE1,1853,27224994,27268772,ENSG00000169189,16,1,5.396654074473826e-4
STUB1,1853,680224,682870,ENSG00000103266,16,1,5.396654074473826e-4
SLC33A1,9266,155821024,155854456,ENSG00000169359,3,5,5.396071659831643e-4
ZNF24,7419,35332227,35345482,ENSG00000172466,18,4,5.391562205148942e-4
CSNK2A1,12984,472498,543835,ENSG00000101266,20,7,5.391250770178681e-4
RPL24,1857,101681091,101686718,ENSG00000114391,3,1,5.385029617662897e-4
SNX29P2,1857,29350746,29370272,ENSG00000271699,16,1,5.385029617662897e-4
UGT2B28,1857,69280475,69295050,ENSG00000135226,4,1,5.385029617662897e-4
CREB3L2,7441,137874979,138002086,ENSG00000182158,7,4,5.375621556242441e-4
DNAJC17,3721,40765161,40807478,ENSG00000104129,15,2,5.374899220639613e-4
DACH2,5582,86148451,86832604,ENSG00000126733,X,3,5.374417771408098e-4
ZNF43,5584,21804946,21852125,ENSG00000198521,19,3,5.372492836676218e-4
IGBP1,1862,70133447,70166324,ENSG00000089289,X,1,5.370569280343716e-4
SOX18,1862,64047582,64049639,ENSG00000203883,20,1,5.370569280343716e-4
PPM1F,5587,21919425,21952848,ENSG00000100034,22,3,5.369608018614641e-4
CLEC7A,3725,10116777,10130258,ENSG00000172243,12,2,5.369127516778523e-4
API5,3726,43311963,43344529,ENSG00000166181,11,2,5.367686527106817e-4
TM4SF18,3727,149318498,149334414,ENSG00000163762,3,2,5.366246310705661e-4
LNP1,1864,100401532,100456319,ENSG00000206535,3,1,5.36480686695279e-4
PDGFB,3728,39223359,39244982,ENSG00000100311,22,2,5.36480686695279e-4
CXADR,5593,17513043,17593579,ENSG00000154639,21,3,5.363847666726265e-4
BCL2,7461,63123346,63320128,ENSG00000171791,18,4,5.361211633829246e-4
SOCS2,3733,93569814,93583487,ENSG00000120833,12,2,5.357621216180017e-4
MEIOB,1867,1833986,1884294,ENSG00000162039,16,1,5.356186395286556e-4
CCDC149,5604,24806117,24980204,ENSG00000181982,4,3,5.353319057815846e-4
PTGES,1868,129738331,129753042,ENSG00000148344,9,1,5.353319057815846e-4
TMEM237,5605,201620184,201643570,ENSG00000155755,2,3,5.352363960749331e-4
CLVS2,11219,122996235,123072925,ENSG00000146352,6,6,5.348070237989126e-4
UBE3A,9352,25333728,25439051,ENSG00000114062,15,5,5.3464499572284e-4
NFAM1,5613,42380407,42432403,ENSG00000235568,22,3,5.344735435595938e-4
NDUFS7,3743,1383527,1395589,ENSG00000115286,19,2,5.343307507347048e-4
PHF6,5616,134373288,134428791,ENSG00000156531,X,3,5.341880341880342e-4
RNF8,5616,37353979,37394734,ENSG00000112130,6,3,5.341880341880342e-4
RPL27,1872,42998273,43002959,ENSG00000131469,17,1,5.341880341880342e-4
CEP78,11233,78236062,78279690,ENSG00000148019,9,6,5.341404789459628e-4
GTPBP10,7489,90335223,90391453,ENSG00000105793,7,4,5.341167044999333e-4
ZFP14,7491,36334453,36379201,ENSG00000142065,19,4,5.339741022560405e-4
RALGPS2,7492,178725165,178921842,ENSG00000116191,1,4,5.339028296849973e-4
WIPF2,7492,40219304,40284136,ENSG00000171475,17,4,5.339028296849973e-4
RAP1GDS1,3747,98261384,98443858,ENSG00000138698,4,2,5.337603416066186e-4
WDFY2,9369,51584455,51767709,ENSG00000139668,13,5,5.336748852598997e-4
KLRG1,1874,8950044,9010760,ENSG00000139187,12,1,5.336179295624333e-4
ADORA2B,1875,15945130,15975746,ENSG00000170425,17,1,5.333333333333334e-4
ASIC2,3750,33013087,34174964,ENSG00000108684,17,2,5.333333333333334e-4
SMAGP,1875,51244558,51270415,ENSG00000170545,12,1,5.333333333333334e-4
CRBN,5628,3144628,3179727,ENSG00000113851,3,3,5.330490405117271e-4
HIBADH,1878,27525442,27662883,ENSG00000106049,7,1,5.324813631522897e-4
FAM221B,3763,35816391,35828747,ENSG00000204930,9,2,5.314908317831517e-4
CALML6,1882,1915108,1917296,ENSG00000169885,1,1,5.313496280552603e-4
ERCC8,9414,60866454,60945073,ENSG00000049167,5,5,5.311238580837051e-4
SFRP5,1883,97766751,97771999,ENSG00000120057,10,1,5.310674455655868e-4
CCSER1,9420,90127394,91605295,ENSG00000184305,4,5,5.307855626326964e-4
ZNF682,3769,19997058,20039505,ENSG00000197124,19,2,5.306447333510214e-4
UBXN4,3771,135741734,135785056,ENSG00000144224,2,2,5.303632988597189e-4
ATOH8,5658,85751344,85791383,ENSG00000168874,2,3,5.302226935312832e-4
TBC1D26,3772,15732247,15746162,ENSG00000214946,17,2,5.302226935312832e-4
C1QTNF3,3773,34017858,34043213,ENSG00000082196,5,2,5.300821627352239e-4
MZB1,1887,139387467,139390081,ENSG00000170476,5,1,5.299417064122947e-4
BTN3A2,3776,26365159,26378320,ENSG00000186470,6,2,5.296610169491525e-4
GLUL,7554,182378098,182392206,ENSG00000135821,1,4,5.295207836907599e-4
PTHLH,1891,27958084,27972733,ENSG00000087494,12,1,5.288207297726071e-4
MOB4,3785,197515571,197553699,ENSG00000115540,2,2,5.284015852047556e-4
PGRMC2,3785,128269237,128288829,ENSG00000164040,4,2,5.284015852047556e-4
SPCS1,3786,52704955,52711148,ENSG00000114902,3,2,5.282620179609086e-4
OAZ3,3789,151762899,151771334,ENSG00000143450,1,2,5.278437582475588e-4
PCGF3,5685,705748,770640,ENSG00000185619,4,3,5.277044854881266e-4
VNN3,3790,132722787,132736935,ENSG00000093134,6,2,5.277044854881266e-4
CADM2,9480,84958989,86074429,ENSG00000175161,3,5,5.274261603375527e-4
CNRIP1,1896,68284171,68320051,ENSG00000119865,2,1,5.274261603375527e-4
MYPOP,1896,45890023,45902613,ENSG00000176182,19,1,5.274261603375527e-4
COPS5,5691,67043079,67083783,ENSG00000121022,8,3,5.271481286241434e-4
OR3A3,3800,3411370,3424070,ENSG00000159961,17,2,5.263157894736842e-4
CNNM1,5702,99329356,99394330,ENSG00000119946,10,3,5.26131182041389e-4
KY,5704,134599923,134651636,ENSG00000174611,3,3,5.259467040673212e-4
CNTF,1902,58622665,58625733,ENSG00000242689,11,1,5.257623554153522e-4
TCP10L,3805,32497967,32587373,ENSG00000242220,21,2,5.256241787122207e-4
OR8A1,5709,124566660,124582942,ENSG00000196119,11,3,5.254860746190226e-4
MOK,3809,102224500,102305190,ENSG00000080823,14,2,5.250721974271463e-4
DEDD2,1905,42198598,42220140,ENSG00000160570,19,1,5.249343832020997e-4
LMO3,3810,16548372,16610594,ENSG00000048540,12,2,5.249343832020997e-4
BARHL1,1906,132582606,132590252,ENSG00000125492,9,1,5.246589716684155e-4
LDLRAD3,3814,35943981,36232136,ENSG00000179241,11,2,5.243838489774515e-4
POMK,9535,43093498,43131180,ENSG00000185900,8,5,5.243838489774515e-4
PSMA5,3815,109399042,109426448,ENSG00000143106,1,2,5.242463958060288e-4
RPAIN,3817,5419641,5432877,ENSG00000129197,17,2,5.239717055279015e-4
SYT2,7635,202590596,202710454,ENSG00000143858,1,4,5.239030779305828e-4
ACYP2,1913,53970838,54305300,ENSG00000170634,2,1,5.227391531625719e-4
METTL16,5740,2405562,2511891,ENSG00000127804,17,3,5.226480836236934e-4
CAB39,3829,230712842,230821075,ENSG00000135932,2,2,5.223295899712719e-4
TTC30A,5744,177612999,177618742,ENSG00000197557,2,3,5.222841225626741e-4
MANBAL,1915,37289649,37317260,ENSG00000101363,20,1,5.221932114882506e-4
CAPS2,3831,75275979,75390928,ENSG00000180881,12,2,5.220569042025581e-4
FAM71F2,5749,128671693,128687877,ENSG00000205085,7,3,5.218298834579927e-4
DEGS2,3834,100143957,100159645,ENSG00000168350,14,2,5.216484089723526e-4
GSKIP,3834,96363452,96387288,ENSG00000100744,14,2,5.216484089723526e-4
RCOR1,5751,102592649,102730561,ENSG00000089902,14,3,5.216484089723526e-4
TPGS2,3835,36777647,36829216,ENSG00000134779,18,2,5.215123859191656e-4
GUCY2EP,1918,76694041,76719801,ENSG00000204529,11,1,5.213764337851929e-4
ZMAT1,5754,101882288,101932031,ENSG00000166432,X,3,5.213764337851929e-4
PURA,11511,140107777,140125619,ENSG00000185129,5,6,5.212405525149857e-4
CD1E,1919,158353696,158357553,ENSG00000158488,1,1,5.211047420531526e-4
POU3F4,3838,83508290,83512127,ENSG00000196767,X,2,5.211047420531526e-4
RBPJ,5761,26163455,26435131,ENSG00000168214,4,3,5.207429265752473e-4
RBBP9,3843,18486540,18497225,ENSG00000089050,20,2,5.204267499349467e-4
CEBPG,3845,33373685,33382686,ENSG00000153879,19,2,5.201560468140442e-4
SLC36A1,5772,151437046,151492379,ENSG00000123643,5,3,5.197505197505198e-4
SDR42E1,11548,81988855,82011481,ENSG00000184860,16,6,5.195704883962591e-4
ZFP91,5776,58579063,58621550,ENSG00000186660,11,3,5.193905817174516e-4
BUB3,7703,123154402,123170467,ENSG00000154473,10,4,5.192782032974166e-4
PCDHB12,3853,141208697,141212571,ENSG00000120328,5,2,5.190760446405398e-4
TBC1D13,3855,128787253,128810430,ENSG00000107021,9,2,5.188067444876783e-4
KIZ,3856,21125983,21246622,ENSG00000088970,20,2,5.186721991701245e-4
MAP2K4,3856,12020829,12143830,ENSG00000065559,17,2,5.186721991701245e-4
SNRNP40,1928,31259568,31296788,ENSG00000060688,1,1,5.186721991701245e-4
KCNQ3,11583,132120859,132481095,ENSG00000184156,8,6,5.18000518000518e-4
OSBPL10,7723,31657912,32077580,ENSG00000144645,3,4,5.179334455522465e-4
DCTD,1931,182890060,182917936,ENSG00000129187,4,1,5.178663904712584e-4
B4GALT4,5794,119211732,119240946,ENSG00000121578,3,3,5.177770107007249e-4
HS1BP3,7728,20560448,20651130,ENSG00000118960,2,4,5.175983436853002e-4
CLEC3A,1934,78022515,78066761,ENSG00000166509,16,1,5.17063081695967e-4
STC1,3868,23841929,23854806,ENSG00000159167,8,2,5.17063081695967e-4
RBP1,1935,139517434,139539829,ENSG00000114115,3,1,5.167958656330749e-4
SYN2,3871,12004388,12192032,ENSG00000157152,3,2,5.166623611469904e-4
ACMSD,1936,134838616,134902034,ENSG00000153086,2,1,5.165289256198347e-4
ANKRD28,7744,15667236,15859771,ENSG00000206560,3,4,5.165289256198347e-4
PKIB,1936,122471917,122726373,ENSG00000135549,6,1,5.165289256198347e-4
VSTM2L,1936,37903111,37945350,ENSG00000132821,20,1,5.165289256198347e-4
SCIN,9682,12570577,12660182,ENSG00000006747,7,5,5.16422226812642e-4
AGK,3874,141551278,141655244,ENSG00000006530,7,2,5.162622612287042e-4
EVI2B,1937,31303770,31314105,ENSG00000185862,17,1,5.162622612287042e-4
PAGR1,3874,29816152,29822489,ENSG00000280789,16,2,5.162622612287042e-4
RGS5,5812,163111121,163321791,ENSG00000143248,1,3,5.161734342739161e-4
HNRNPR,7751,23311235,23351800,ENSG00000282958,CHR_HSCHR1_4_CTG3,4,5.160624435556702e-4
NUDT15,1938,48037726,48047221,ENSG00000136159,13,1,5.159958720330237e-4
PIGA,3877,15319452,15335554,ENSG00000165195,X,2,5.158627805003869e-4
HEY1,3878,79762371,79767857,ENSG00000164683,8,2,5.157297576070139e-4
PRTFDC1,1939,24848614,24952606,ENSG00000099256,10,1,5.157297576070139e-4
CAMK2D,5820,113418054,113761927,ENSG00000145349,4,3,5.154639175257732e-4
ASCL4,1941,107774704,107776644,ENSG00000187855,12,1,5.151983513652757e-4
VRK1,11646,96797304,96954846,ENSG00000100749,14,6,5.151983513652757e-4
PSG11,1942,43007656,43026474,ENSG00000243130,19,1,5.149330587023687e-4
HMGN4,1943,26538366,26546933,ENSG00000182952,6,1,5.14668039114771e-4
MTA3,5832,42494569,42756947,ENSG00000057935,2,3,5.1440329218107e-4
GIMAP4,1945,150567369,150573953,ENSG00000133574,7,1,5.141388174807198e-4
AP5M1,11675,57268924,57298742,ENSG00000053770,14,6,5.139186295503212e-4
ASB9,1947,15235288,15270467,ENSG00000102048,X,1,5.136106831022085e-4
ZFAND5,5841,72351413,72365235,ENSG00000107372,9,3,5.136106831022085e-4
LDOC1,3895,141111605,141177129,ENSG00000182195,X,2,5.134788189987163e-4
SSX2IP,5843,84643706,84690803,ENSG00000117155,1,3,5.134348793428033e-4
RAD18,5857,8775402,8963773,ENSG00000070950,3,3,5.122076148198737e-4
ZNF641,7819,48337180,48351414,ENSG00000167528,12,4,5.115743701240568e-4
GIMAP6,3910,150625375,150632648,ENSG00000133561,7,2,5.115089514066496e-4
CDC73,5869,193121983,193254815,ENSG00000134371,1,3,5.111603339580849e-4
POPDC2,1958,119636457,119665324,ENSG00000121577,3,1,5.107252298263534e-4
AGO1,13712,35869808,35930532,ENSG00000092847,1,7,5.105017502917153e-4
RAB31,3919,9708275,9862551,ENSG00000168461,18,2,5.103342689461597e-4
HOXB6,1960,48595751,48604992,ENSG00000108511,17,1,5.102040816326531e-4
SLC4A8,11764,51391317,51515763,ENSG00000050438,12,6,5.100306018361102e-4
TRNP1,1961,26993692,27000886,ENSG00000253368,1,1,5.099439061703213e-4
TNFRSF13C,3923,41922032,41926806,ENSG00000159958,22,2,5.098139179199592e-4
GPR160,1962,170037995,170085392,ENSG00000173890,3,1,5.096839959225281e-4
SYF2,1962,25222276,25232502,ENSG00000117614,1,1,5.096839959225281e-4
SHC3,9819,89005771,89178818,ENSG00000148082,9,5,5.092168245238823e-4
SLC30A1,5893,211571568,211579161,ENSG00000170385,1,3,5.09078567792296e-4
MIXL1,1965,226223618,226227060,ENSG00000185155,1,1,5.089058524173028e-4
AGO3,19660,35930718,36072500,ENSG00000126070,1,10,5.08646998982706e-4
CD302,3932,159768628,159798255,ENSG00000241399,2,2,5.08646998982706e-4
FAM153B,1966,176060689,176116015,ENSG00000182230,5,1,5.08646998982706e-4
GOSR2,3932,46923075,46975524,ENSG00000108433,17,2,5.08646998982706e-4
ZNF26,17697,132986365,133032952,ENSG00000198393,12,9,5.085607730123749e-4
RILPL1,3933,123470054,123533719,ENSG00000188026,12,2,5.085176709890668e-4
HARBI1,1967,46602861,46617909,ENSG00000180423,11,1,5.083884087442806e-4
SYT4,3936,43267892,43277535,ENSG00000132872,18,2,5.081300813008131e-4
ZNF747,3936,30530367,30535347,ENSG00000169955,16,2,5.081300813008131e-4
RBM39,5914,35701347,35742312,ENSG00000131051,20,3,5.072708826513358e-4
KLHDC8B,1972,49171598,49176486,ENSG00000185909,3,1,5.070993914807302e-4
SRI,1972,88205115,88226993,ENSG00000075142,7,1,5.070993914807302e-4
HSPA13,3945,14371115,14383484,ENSG00000155304,21,2,5.069708491761723e-4
COX4I1,3946,85798633,85807068,ENSG00000131143,16,2,5.068423720223011e-4
FHL5,3949,96562548,96618626,ENSG00000112214,6,2,5.064573309698658e-4
ZDHHC2,5924,17156482,17224799,ENSG00000104219,8,3,5.064145847400405e-4
KSR2,17775,117453012,117968990,ENSG00000171435,12,9,5.063291139240507e-4
DCP1A,5926,53283429,53347586,ENSG00000272886,3,3,5.062436719541006e-4
FBXO45,5927,196568611,196589059,ENSG00000174013,3,3,5.061582588155897e-4
ETV3L,1977,157092043,157112412,ENSG00000253831,1,1,5.058168942842691e-4
MR1,7911,181033374,181061938,ENSG00000153029,1,4,5.056250790039186e-4
OR2M4,5934,248231417,248244679,ENSG00000171180,1,3,5.055611729019212e-4
TMEM38B,3956,105694541,105776629,ENSG00000095209,9,2,5.055611729019212e-4
ZNHIT1,3958,101218165,101224190,ENSG00000106400,7,2,5.053057099545225e-4
CCDC14,7917,123897305,123961408,ENSG00000175455,3,4,5.052418845522293e-4
THUMPD3,3961,9362971,9386791,ENSG00000134077,3,2,5.049229992426155e-4
HSD17B2,7925,82035004,82098534,ENSG00000086696,16,4,5.047318611987382e-4
MMAA,5944,145599042,145660033,ENSG00000151611,4,3,5.047106325706595e-4
RAB4B,1982,40778216,40796942,ENSG00000167578,19,1,5.045408678102926e-4
CNNM2,15857,102918294,103090222,ENSG00000148842,10,8,5.045090496310778e-4
EMCN,3966,100395341,100880126,ENSG00000164035,4,2,5.042864346949068e-4
USP46,7932,52590960,52659301,ENSG00000109189,4,4,5.042864346949068e-4
CIAO1,3968,96266159,96274173,ENSG00000144021,2,2,5.040322580645161e-4
AVL9,7937,32495426,32588726,ENSG00000105778,7,4,5.039687539372559e-4
ST8SIA5,13897,46667821,46759257,ENSG00000101638,18,7,5.037058357918975e-4
PATE4,1986,125833316,125840072,ENSG00000237353,11,1,5.035246727089627e-4
RAP2C,3972,132203024,132219480,ENSG00000123728,X,2,5.035246727089627e-4
FUT5,1988,5865826,5870540,ENSG00000130383,19,1,5.030181086519115e-4
GPR63,5967,96794125,96837477,ENSG00000112218,6,3,5.027652086475615e-4
AK2,5970,33007940,33080996,ENSG00000004455,1,3,5.025125628140704e-4
NDUFB11,1990,47142071,47145466,ENSG00000147123,X,1,5.025125628140704e-4
RNF207,3981,6205475,6221299,ENSG00000158286,1,2,5.023863350916855e-4
SULT1A2,1991,28591943,28597050,ENSG00000197165,16,1,5.022601707684581e-4
UBE2D4,3982,43926436,43956136,ENSG00000078967,7,2,5.022601707684581e-4
RASSF8,5980,25958232,26079892,ENSG00000123094,12,3,5.016722408026755e-4
LIX1L,3991,145933423,145958017,ENSG00000271601,1,2,5.011275369581559e-4
CREG1,1997,167529117,167553805,ENSG00000143162,1,1,5.00751126690035e-4
FCRL6,1997,159800511,159816257,ENSG00000181036,1,1,5.00751126690035e-4
TMEM140,1997,135148072,135166215,ENSG00000146859,7,1,5.00751126690035e-4
OPN1MW,1998,154182596,154196861,ENSG00000268221,X,1,5.005005005005005e-4
STEAP4,9991,88270892,88306894,ENSG00000127954,7,5,5.004504053648283e-4
TMEM245,7999,109015135,109119947,ENSG00000106771,9,4,5.000625078134767e-4
NUDT10,2001,51332231,51337525,ENSG00000122824,X,1,4.997501249375312e-4
CUL4B,24020,120505920,120604074,ENSG00000158290,X,12,4.995836802664446e-4
ARGLU1,4009,106541673,106568137,ENSG00000134884,13,2,4.988775255674732e-4
FAM149A,6015,186104419,186175337,ENSG00000109794,4,3,4.987531172069825e-4
LYPD6,4011,149329985,149474138,ENSG00000187123,2,2,4.986287708800798e-4
"NADK2",4011,36192589,36242279,ENSG00000152620,5,2,4.986287708800798e-4
USP37,8022,218450251,218568351,ENSG00000135913,2,4,4.986287708800798e-4
BLOC1S6,4013,45587214,45615945,ENSG00000104164,15,2,4.9838026414154e-4
UBXN2A,6022,23927285,24004909,ENSG00000173960,2,3,4.981733643307871e-4
LDLRAD2,4016,21812265,21825225,ENSG00000187942,1,2,4.9800796812749e-4
PRKAB1,4019,119667864,119681624,ENSG00000111725,12,2,4.976362279173924e-4
METTL6,4020,15381275,15440566,ENSG00000206562,3,2,4.975124378109452e-4
DDAH1,4022,85318481,85578363,ENSG00000153904,1,2,4.972650422675286e-4
SHB,6035,37915898,38069227,ENSG00000107338,9,3,4.971002485501243e-4
PDXP,2012,37658723,37666932,ENSG00000241360,22,1,4.970178926441351e-4
TMX1,4025,51240162,51257655,ENSG00000139921,14,2,4.968944099378882e-4
SLC26A2,8054,149960758,149993455,ENSG00000155850,5,4,4.966476285075739e-4
AJAP1,12102,4654609,4792534,ENSG00000196581,1,6,4.957858205255329e-4
FDPS,2017,155308748,155320666,ENSG00000160752,1,1,4.957858205255329e-4
SPOPL,6056,138501770,138573547,ENSG00000144228,2,3,4.953764861294584e-4
KDM6A,12117,44873188,45112779,ENSG00000147050,X,6,4.951720722951226e-4
CIAPIN1,2021,57428187,57447420,ENSG00000005194,16,1,4.948045522018803e-4
HEXB,2021,74640023,74722647,ENSG00000049860,5,1,4.948045522018803e-4
TPD52L2,4053,63865228,63891545,ENSG00000101150,20,2,4.934616333580064e-4
DYNAP,2027,54587757,54599493,ENSG00000178690,18,1,4.93339911198816e-4
MYEF2,10137,48134632,48178353,ENSG00000104177,15,5,4.932425766992207e-4
C5orf49,2028,7830378,7851151,ENSG00000215217,5,1,4.930966469428008e-4
OR2G6,6084,248508073,248527337,ENSG00000188558,1,3,4.930966469428008e-4
CCNB1,2029,69167135,69178245,ENSG00000134057,5,1,4.928536224741252e-4
ZFP30,6090,37613749,37692337,ENSG00000120784,19,3,4.926108374384236e-4
PRRX1,4061,170662728,170739421,ENSG00000116132,1,2,4.924895345973898e-4
KIAA0408,8123,127438406,127459389,ENSG00000189367,6,4,4.924289055767574e-4
IPMK,6093,58191517,58267894,ENSG00000151151,10,3,4.923682914820286e-4
"NAA11",2031,79225694,79326061,ENSG00000156269,4,1,4.923682914820286e-4
ACADM,6094,75724431,75787575,ENSG00000117054,1,3,4.922874958976042e-4
TMEM70,2032,73972437,73982783,ENSG00000175606,8,1,4.921259842519685e-4
CA12,6098,63321378,63381846,ENSG00000074410,15,3,4.919645785503444e-4
GOLGA2P9,2033,22596257,22603550,ENSG00000269332,19,1,4.918839153959665e-4
GPR137B,2033,236142505,236221865,ENSG00000077585,1,1,4.918839153959665e-4
LINC00479,2033,41711520,41715775,ENSG00000236384,21,1,4.918839153959665e-4
NPY4R,2033,46461099,46465958,ENSG00000204174,10,1,4.918839153959665e-4
OR3A2,2033,3276942,3386317,ENSG00000221882,17,1,4.918839153959665e-4
PRKX,6102,3604340,3713649,ENSG00000183943,X,3,4.916420845624386e-4
IL2RG,2035,71107404,71112108,ENSG00000147168,X,1,4.914004914004914e-4
NDUFA4,2035,10931943,10940153,ENSG00000189043,7,1,4.914004914004914e-4
TUBB4B,2035,137241287,137243707,ENSG00000188229,9,1,4.914004914004914e-4
C17orf67,2037,56791913,56838773,ENSG00000214226,17,1,4.909180166912126e-4
TSR2,4076,54440404,54448032,ENSG00000158526,X,2,4.906771344455348e-4
TVP23C,4079,15502264,15563595,ENSG00000175106,17,2,4.903162539838195e-4
EID1,2040,48878134,48880173,ENSG00000255302,15,1,4.901960784313725e-4
GRIN2B,30609,13437942,13982002,ENSG00000273079,12,15,4.900519455062237e-4
HMBOX1,4082,28890395,29064764,ENSG00000147421,8,2,4.899559039686428e-4
SNF8,2044,48929316,48944842,ENSG00000159210,17,1,4.892367906066536e-4
RHEB,2046,151466012,151520120,ENSG00000106615,7,1,4.887585532746823e-4
CYB561A3,4094,61348754,61362283,ENSG00000162144,11,2,4.885197850512946e-4
PHYHD1,2047,128920966,128942041,ENSG00000175287,9,1,4.885197850512946e-4
THAP10,2047,70881342,70892433,ENSG00000129028,15,1,4.885197850512946e-4
TMEM80,2047,695591,705028,ENSG00000177042,11,1,4.885197850512946e-4
DUSP3,4095,43766125,43778977,ENSG00000108861,17,2,4.884004884004884e-4
ZNF568,4096,36916329,36998700,ENSG00000198453,19,2,4.8828125e-4
HOOK3,14348,42896946,43030535,ENSG00000168172,8,7,4.878728742681907e-4
SLC30A7,8204,100896076,100981757,ENSG00000162695,1,4,4.8756704046806434e-4
ZNF813,6153,53467733,53496255,ENSG00000198346,19,3,4.8756704046806434e-4
DIRAS2,4105,90609832,90642862,ENSG00000165023,9,2,4.8721071863581e-4
SPIN4,4105,63347228,63351332,ENSG00000186767,X,2,4.8721071863581e-4
VPS4A,4106,69311350,69326939,ENSG00000132612,16,2,4.870920603994155e-4
AMACR,4108,33986165,34008104,ENSG00000242110,5,2,4.868549172346641e-4
SEC11C,2054,59139866,59158832,ENSG00000166562,18,1,4.868549172346641e-4
NUDT22,2055,64225941,64230686,ENSG00000149761,11,1,4.8661800486618007e-4
B3GAT3,2056,62615296,62622154,ENSG00000149541,11,1,4.8638132295719845e-4
DTD1,4112,18587942,18766644,ENSG00000125821,20,2,4.8638132295719845e-4
HMG20A,4112,77420412,77485607,ENSG00000140382,15,2,4.8638132295719845e-4
TGFA,4117,70447284,70554193,ENSG00000163235,2,2,4.8579062424095217e-4
SPG21,2059,64963022,64990310,ENSG00000090487,15,1,4.8567265662943174e-4
OR52A1,6178,5146824,5154757,ENSG00000182070,11,3,4.8559404337973454e-4
