gene,length,count,rate
AGK,3874,1,3874
PAGR1,3874,1,3874
NRIP1,7751,2,3875.5
HEY1,3878,1,3878
ADRA2A,3879,1,3879
ZNF257,3879,1,3879
BMS1,7759,2,3879.5
MLKL,3882,1,3882
EXOSC9,3882,1,3882
DEF8,3883,1,3883
EPC2,3883,1,3883
CEP104,7766,2,3883
CA13,3884,1,3884
ZNF2,3885,1,3885
GNAI2,3886,1,3886
SHPRH,11660,3,3886.6666666666665
ABCE1,3887,1,3887
PITPNA,3888,1,3888
CREBRF,7778,2,3889
SH3PXD2B,7779,2,3889.5
AP5M1,11675,3,3891.6666666666665
MIDN,3892,1,3892
CERS3,3894,1,3894
EGLN2,3894,1,3894
SPATA31C1,3895,1,3895
TRABD2A,3895,1,3895
CDH22,3897,1,3897
FRYL,11692,3,3897.3333333333335
EVI5,7795,2,3897.5
STXBP4,15590,4,3897.5
WRNIP1,3898,1,3898
SH2D5,3898,1,3898
CBFA2T2,7803,2,3901.5
SLC35F6,3902,1,3902
SUPT5H,3902,1,3902
EVI5L,3903,1,3903
TSGA10,3903,1,3903
TLE3,7809,2,3904.5
CHST1,3906,1,3906
MN1,7814,2,3907
SCUBE3,7819,2,3909.5
SLC25A25,3910,1,3910
PHF20L1,7822,2,3911
TMTC4,3911,1,3911
MRPL19,7825,2,3912.5
SLK,7827,2,3913.5
SLC14A1,3917,1,3917
STK17A,3918,1,3918
COG2,7836,2,3918
SEMA5A,11755,3,3918.3333333333335
RAB31,3919,1,3919
CORO1C,3921,1,3921
PPP2R2A,3923,1,3923
ZDHHC11,3923,1,3923
TNFRSF13C,3923,1,3923
NFKBIZ,3923,1,3923
CRLS1,3925,1,3925
OR7C1,11778,3,3926
GNPTG,3926,1,3926
CHL1,7856,2,3928
RXFP1,3930,1,3930
CASD1,3931,1,3931
ATP9A,7862,2,3931
SF3B2,3932,1,3932
HM13,3932,1,3932
GOSR2,3932,1,3932
FAM76B,3932,1,3932
CDC40,3933,1,3933
RILPL1,3933,1,3933
TBC1D22A,3934,1,3934
SERP1,3934,1,3934
CLCA2,3935,1,3935
PMFBP1,3935,1,3935
SLC25A12,3936,1,3936
SYT4,3936,1,3936
SNRPB,3938,1,3938
CYB5R3,3938,1,3938
GIGYF2,7878,2,3939
ARMC9,7879,2,3939.5
RHOA,3941,1,3941
LCP1,3944,1,3944
HSPA13,3945,1,3945
TAT,3945,1,3945
SLC16A9,3946,1,3946
GPD1L,3947,1,3947
WNT7B,3948,1,3948
CDK5R1,3948,1,3948
FKTN,7897,2,3948.5
FHL5,3949,1,3949
ERMAP,3949,1,3949
LRRC8D,3950,1,3950
NUGGC,3952,1,3952
TMLHE,3952,1,3952
DCAF10,7906,2,3953
TMEM38B,3956,1,3956
GPM6B,3957,1,3957
KCNB1,11871,3,3957
TPM1,3957,1,3957
TSPEAR,3958,1,3958
TTI1,3958,1,3958
CNTN2,7916,2,3958
SEL1L,7919,2,3959.5
CCDC117,3964,1,3964
MTX3,7931,2,3965.5
CASZ1,7934,2,3967
PIGN,7936,2,3968
TMCC2,3968,1,3968
WNT4,3968,1,3968
CIAO1,3968,1,3968
MTMR2,7939,2,3969.5
ARL13B,3971,1,3971
SULT1A1,7948,2,3974
LMBR1,7950,2,3975
PHF21B,3976,1,3976
SIPA1L1,7952,2,3976
POLN,3978,1,3978
SLC16A7,11936,3,3978.6666666666665
PTPN1,3979,1,3979
PIK3R2,3980,1,3980
MRS2,3980,1,3980
TBCK,7961,2,3980.5
CAMK4,11942,3,3980.6666666666665
SLIT1,7964,2,3982
KCNC1,7965,2,3982.5
PPP6R1,3984,1,3984
ZNF423,7968,2,3984
BRCA2,11954,3,3984.6666666666665
MAP4K4,7970,2,3985
AP1S3,3986,1,3986
LRTM2,3986,1,3986
PCDHB1,7973,2,3986.5
SDE2,3987,1,3987
ARL6,3988,1,3988
NET1,3989,1,3989
GSTM4,3990,1,3990
MICU3,3990,1,3990
WNT7A,3991,1,3991
CABP4,3991,1,3991
DMBT1,7984,2,3992
SLC17A9,3992,1,3992
SLC30A5,3992,1,3992
SOWAHB,3993,1,3993
RPS6KA3,7987,2,3993.5
IL1RL1,3994,1,3994
PRKACA,3996,1,3996
EEF1A2,3996,1,3996
ATP13A2,3996,1,3996
TNFRSF10B,3998,1,3998
HK1,3998,1,3998
GRM5,7996,2,3998
YPEL4,4000,1,4000
RIMS2,8002,2,4001
EPPK1,16005,4,4001.25
MED25,4003,1,4003
BBS9,4004,1,4004
MCPH1,8008,2,4004
COL14A1,8009,2,4004.5
WNT9A,4005,1,4005
DSTYK,8010,2,4005
UBA2,4005,1,4005
CAMSAP1,8018,2,4009
WRAP53,4011,1,4011
CRELD1,4012,1,4012
DYNC1H1,20066,5,4013.2
FNDC3B,8031,2,4015.5
SMG1,16062,4,4015.5
NRXN3,12048,3,4016
TYRO3,8032,2,4016
GPR101,8032,2,4016
MYLK3,8033,2,4016.5
SPTLC2,8034,2,4017
DESI2,4017,1,4017
PHB,4017,1,4017
STAT6,4018,1,4018
TET3,12060,3,4020
METTL6,4020,1,4020
TAX1BP1,4020,1,4020
OPLAH,4020,1,4020
BMP7,4021,1,4021
DDAH1,4022,1,4022
KCNMA1,12071,3,4023.6666666666665
PRPF40A,8048,2,4024
SHQ1,4024,1,4024
BRD8,4028,1,4028
PRMT2,4031,1,4031
RBBP7,4031,1,4031
PGM5,4032,1,4032
ZNF449,4034,1,4034
IL2RB,4034,1,4034
FNBP4,4035,1,4035
RDH11,4035,1,4035
C2orf88,4035,1,4035
CHRNA2,4037,1,4037
ZCCHC14,8079,2,4039.5
CDH20,4040,1,4040
CTCFL,4040,1,4040
ARF3,4041,1,4041
SLC13A3,4041,1,4041
ZNF391,4042,1,4042
TBX15,4042,1,4042
DAPK2,8086,2,4043
DDA1,4043,1,4043
EPM2AIP1,8089,2,4044.5
LNPEP,12134,3,4044.6666666666665
CLIP4,8096,2,4048
FZD8,4050,1,4050
PDGFD,4052,1,4052
HIRA,4053,1,4053
TPD52L2,4053,1,4053
HYAL2,4054,1,4054
TBC1D23,4054,1,4054
TRPM4,4058,1,4058
SPATA5,8116,2,4058
ZNF133,4060,1,4060
AP4S1,4060,1,4060
HECW2,12180,3,4060
ETS2,4060,1,4060
STAU2,4061,1,4061
ASH1L,12184,3,4061.3333333333335
TAF5L,4062,1,4062
EPHA6,16254,4,4063.5
SFXN1,4066,1,4066
ANKRD42,4066,1,4066
SPP1,4066,1,4066
CELF1,8132,2,4066
ALKBH8,4067,1,4067
PKHD1,16271,4,4067.75
KCNH1,8140,2,4070
ASIC1,4072,1,4072
SFXN5,4072,1,4072
SPATA6L,4073,1,4073
RMND1,4073,1,4073
BIRC2,4073,1,4073
RASGRP4,4074,1,4074
KCNJ1,4074,1,4074
GPS1,4076,1,4076
TOX,4076,1,4076
HEYL,4077,1,4077
TVP23C,4079,1,4079
KLHL23,4081,1,4081
ETV5,4082,1,4082
SLC2A5,4085,1,4085
SNAP47,4086,1,4086
PCDHB2,4089,1,4089
TMPRSS2,4090,1,4090
OR51M1,4092,1,4092
CYB561A3,4094,1,4094
ZFP28,4094,1,4094
PRDM8,4095,1,4095
SLC22A25,8192,2,4096
ZNF568,4096,1,4096
EP400,12289,3,4096.333333333333
PASD1,4098,1,4098
RUNDC3B,4099,1,4099
FAM186A,8200,2,4100
C2orf16,16401,4,4100.25
P4HB,8201,2,4100.5
DENND5A,8203,2,4101.5
LIG1,4102,1,4102
CD84,8204,2,4102
MSANTD4,4103,1,4103
SPIN4,4105,1,4105
LEPR,8211,2,4105.5
MRGPRE,4108,1,4108
ERCC2,4108,1,4108
B3GNT5,4108,1,4108
MVK,4109,1,4109
LTB4R,4110,1,4110
CSTF2T,4110,1,4110
TSPYL4,4112,1,4112
FAM83E,4112,1,4112
RAPGEF2,8225,2,4112.5
IVNS1ABP,4113,1,4113
RAD23B,4114,1,4114
NEK7,4114,1,4114
IRS4,16461,4,4115.25
PYGB,4116,1,4116
TGFA,4117,1,4117
DST,24709,6,4118.166666666667
PCDHA10,12358,3,4119.333333333333
IL31RA,8239,2,4119.5
NLGN1,8242,2,4121
TBKBP1,4121,1,4121
ELMO2,4121,1,4121
HNRNPA1,4121,1,4121
GSTM3,4122,1,4122
GID4,4122,1,4122
RNF4,4123,1,4123
SLC2A14,4125,1,4125
DSC2,12377,3,4125.666666666667
ABCA5,8252,2,4126
SPECC1,8255,2,4127.5
FAM184A,4128,1,4128
CCDC142,4128,1,4128
EXTL3,8257,2,4128.5
CYP2C19,4131,1,4131
CFAP46,8263,2,4131.5
PLEKHM2,4134,1,4134
USO1,4135,1,4135
FBXL18,8270,2,4135
TLE1,4135,1,4135
SPATA2,4138,1,4138
CTNS,4139,1,4139
NEK9,8278,2,4139
ZNF506,4140,1,4140
PSMD1,4140,1,4140
RORC,4141,1,4141
SERPINB9,4143,1,4143
HNRNPLL,4144,1,4144
ZC4H2,4147,1,4147
IL18R1,4149,1,4149
RAB14,4149,1,4149
PHF19,4149,1,4149
GDPD5,4150,1,4150
FOXP2,8301,2,4150.5
KCNA7,4151,1,4151
ZIC4,4152,1,4152
MST1,4152,1,4152
SOX8,4153,1,4153
SART3,4154,1,4154
CALML4,4155,1,4155
ZNF665,4158,1,4158
RAD21,8316,2,4158
ATPAF1,4158,1,4158
CCDC7,4158,1,4158
PRMT3,4159,1,4159
PDE3A,12486,3,4162
RND2,4162,1,4162
TIFA,4163,1,4163
UBE2J1,4164,1,4164
MROH5,4164,1,4164
RAD9B,4164,1,4164
ATF2,4164,1,4164
MGAT5,8332,2,4166
PAX9,4166,1,4166
UBE2G1,4167,1,4167
TOR4A,4171,1,4171
NSG1,4172,1,4172
DNAJC7,4172,1,4172
ZNF518A,8345,2,4172.5
ROCK2,8345,2,4172.5
SNRNP48,4174,1,4174
VTI1A,4174,1,4174
IMPG2,8352,2,4176
B4GALT1,4176,1,4176
DOCK4,8353,2,4176.5
DDX11,4182,1,4182
MCM4,4183,1,4183
CLCN7,4184,1,4184
TRIM33,8369,2,4184.5
CHST6,8370,2,4185
TARDBP,4185,1,4185
ZNF317,4186,1,4186
IL13RA1,4189,1,4189
PAX2,4189,1,4189
UNC119,4189,1,4189
SGK3,4190,1,4190
TMEM229B,4190,1,4190
VEPH1,4191,1,4191
LIG3,8382,2,4191
C15orf61,4193,1,4193
KCTD13,4194,1,4194
LRRC4,4195,1,4195
STRN3,4195,1,4195
GLP2R,4196,1,4196
NUTM1,4196,1,4196
ARHGEF15,4196,1,4196
ZNF670,4197,1,4197
DCLK1,8394,2,4197
PLEKHG4B,12591,3,4197
HYKK,4197,1,4197
GPR153,4198,1,4198
SLFN13,8398,2,4199
LARP1,8399,2,4199.5
TLR2,4200,1,4200
IER5,4201,1,4201
COL6A1,4203,1,4203
MAOA,8408,2,4204
PRUNE2,12612,3,4204
SH2D4B,4207,1,4207
EPB41L1,8418,2,4209
ANTXR2,8419,2,4209.5
NR2C2,8419,2,4209.5
SUPT3H,4211,1,4211
SIM1,8428,2,4214
TDRD12,4215,1,4215
ZNF440,4215,1,4215
SRRM4,8431,2,4215.5
HMGXB4,4216,1,4216
WDR5B,4217,1,4217
KIF18B,4217,1,4217
PHC3,12652,3,4217.333333333333
ADCY1,12657,3,4219
S100PBP,4220,1,4220
KPNA3,4222,1,4222
HS6ST1,4223,1,4223
OR56A1,8448,2,4224
RPAP2,16899,4,4224.75
WIPF3,4225,1,4225
UFL1,4226,1,4226
SLC2A10,4227,1,4227
VPS26A,4227,1,4227
ELFN1,4228,1,4228
CDC14A,4231,1,4231
FASN,8464,2,4232
SMC1B,4233,1,4233
GPRIN1,4234,1,4234
SURF6,4235,1,4235
CYBRD1,4235,1,4235
CSRP1,8475,2,4237.5
RNASEL,4238,1,4238
ARRDC3,4239,1,4239
WDR47,4240,1,4240
XPR1,8484,2,4242
TRIM24,8488,2,4244
PARD3B,8492,2,4246
ZBTB16,8494,2,4247
RAB33B,4248,1,4248
FAM205A,4248,1,4248
ILVBL,4248,1,4248
SLITRK6,4249,1,4249
SLC25A24,4249,1,4249
OGFOD3,4249,1,4249
CLMN,12749,3,4249.666666666667
CHIA,4250,1,4250
OLA1,4251,1,4251
PCMTD1,4252,1,4252
IQCH,4253,1,4253
ZNF789,4253,1,4253
EYA1,4254,1,4254
OR2C3,8509,2,4254.5
MOCS1,4256,1,4256
TNR,12774,3,4258
SNAP29,4259,1,4259
AXIN2,4260,1,4260
GABRA2,8520,2,4260
BCL11B,8528,2,4264
RBM12B,8530,2,4265
ATXN1L,8531,2,4265.5
PLA2G4D,4266,1,4266
NCOR2,8533,2,4266.5
IPPK,4268,1,4268
ADAL,4268,1,4268
DPP4,8539,2,4269.5
RBMS3,8540,2,4270
CYLD,8540,2,4270
CINP,4270,1,4270
SETD2,8541,2,4270.5
DSC1,4271,1,4271
MGLL,4271,1,4271
KLHL14,4271,1,4271
SETD4,4272,1,4272
DNAJB1,4273,1,4273
DPP9,4273,1,4273
C2orf68,4274,1,4274
KIAA0586,8558,2,4279
PDIK1L,4279,1,4279
ASXL2,12849,3,4283
PDE2A,4284,1,4284
IRAK4,4284,1,4284
RBMS1,4286,1,4286
FAM200B,4287,1,4287
PROKR1,4287,1,4287
NFIB,8576,2,4288
ORC2,4288,1,4288
ZIK1,4291,1,4291
HSD17B12,4292,1,4292
XIAP,8584,2,4292
CCDC168,21470,5,4294
ITPRIPL1,4295,1,4295
CLSTN3,4296,1,4296
YPEL1,4297,1,4297
CACNB4,8595,2,4297.5
NME7,4298,1,4298
PACSIN1,4299,1,4299
ARID2,8598,2,4299
FAM222B,4302,1,4302
OR5M1,4302,1,4302
FRMPD4,8605,2,4302.5
C1orf141,4304,1,4304
EIF2B2,4304,1,4304
METTL15,4304,1,4304
NR1I2,4306,1,4306
SRSF8,4307,1,4307
BRWD3,12921,3,4307
AMZ1,8615,2,4307.5
P2RY2,8619,2,4309.5
SMNDC1,4310,1,4310
GOLIM4,4310,1,4310
WDR12,8621,2,4310.5
PARVA,8627,2,4313.5
ZNF346,4314,1,4314
ATAD3B,4314,1,4314
SLC16A14,4315,1,4315
CTAGE1,4317,1,4317
NLRP3,4318,1,4318
MAPK14,4319,1,4319
FCHSD1,4319,1,4319
FHOD1,4321,1,4321
GSTM2,4321,1,4321
LARP4B,8646,2,4323
EDAR,4323,1,4323
GATM,4323,1,4323
KCNQ4,4324,1,4324
VMP1,4325,1,4325
CIPC,4325,1,4325
NLN,8652,2,4326
HPSE2,4326,1,4326
NRAS,4326,1,4326
XKR6,4327,1,4327
B4GALNT2,8657,2,4328.5
DSPP,4331,1,4331
GFPT1,8665,2,4332.5
ZNF180,4335,1,4335
CDKN1B,4335,1,4335
VANGL1,8671,2,4335.5
DNMT3B,4336,1,4336
ZNF284,4336,1,4336
CADM1,8675,2,4337.5
DHX34,4338,1,4338
TPD52,4339,1,4339
RUNX3,4340,1,4340
OR4K2,8681,2,4340.5
GPR119,4342,1,4342
ZNF780B,8687,2,4343.5
TBL2,4344,1,4344
BLNK,4344,1,4344
ERCC6L,4344,1,4344
TRIB2,4344,1,4344
SSH1,13034,3,4344.666666666667
FURIN,4345,1,4345
BEND4,8692,2,4346
NSUN4,4347,1,4347
CAPN7,4348,1,4348
ATG13,4348,1,4348
PLEKHB2,4349,1,4349
TRAF1,4351,1,4351
JAM2,4351,1,4351
KLHL26,4351,1,4351
TECPR2,8704,2,4352
ANGPT1,4353,1,4353
TSC1,8715,2,4357.5
ZNF713,4358,1,4358
TAF1D,4358,1,4358
WASL,4363,1,4363
GIMAP1,4364,1,4364
MYO1H,4364,1,4364
IPO11,4365,1,4365
CRX,4366,1,4366
SLC35A5,4366,1,4366
GCFC2,4367,1,4367
RBBP5,4367,1,4367
SLITRK4,8736,2,4368
GNA12,4369,1,4369
LRRFIP1,4370,1,4370
KDM3A,8741,2,4370.5
SLC28A2,4371,1,4371
HNRNPDL,4372,1,4372
RNF152,8745,2,4372.5
SLC16A1,4374,1,4374
KLLN,4376,1,4376
JMJD1C,8758,2,4379
PTEN,8761,2,4380.5
UNC119B,4381,1,4381
XPNPEP1,4384,1,4384
SMYD1,4385,1,4385
TEF,4386,1,4386
SMAD4,8772,2,4386
"NAGK",4388,1,4388
FAM98B,4388,1,4388
SSTR1,4390,1,4390
ACOT13,4391,1,4391
NUDT21,4393,1,4393
OR51A4,4393,1,4393
PHF10,4395,1,4395
SERINC3,4396,1,4396
SIDT2,4396,1,4396
RAVER2,4398,1,4398
FBXO38,4401,1,4401
ZNF266,4401,1,4401
GNRHR,4402,1,4402
INTU,13208,3,4402.666666666667
CYP19A1,4403,1,4403
AZI2,4403,1,4403
CDC42SE2,4404,1,4404
ZNF468,4405,1,4405
ATP12A,4406,1,4406
HTR3B,4406,1,4406
ZNF10,4406,1,4406
SLC44A5,4406,1,4406
CTSD,4408,1,4408
GDAP2,8819,2,4409.5
SLC9C2,4410,1,4410
UAP1L1,4412,1,4412
OR11G2,4413,1,4413
ADD3,4413,1,4413
FAM114A2,4414,1,4414
SLC25A4,4415,1,4415
INPP4B,8831,2,4415.5
LRFN5,4417,1,4417
PCDHB14,4417,1,4417
USP48,4419,1,4419
LGI3,4420,1,4420
ABCC9,8844,2,4422
GALNT2,4423,1,4423
CHPF2,4424,1,4424
ACVR1C,8853,2,4426.5
TPK1,4429,1,4429
RAB3C,8861,2,4430.5
MGAT1,8863,2,4431.5
SETDB1,4437,1,4437
KCNAB1,4437,1,4437
PROX2,4438,1,4438
TEX9,4440,1,4440
IGDCC3,4441,1,4441
AKAP13,13327,3,4442.333333333333
DYRK2,8888,2,4444
WIPI2,4445,1,4445
ZYG11A,4445,1,4445
TSPAN17,4445,1,4445
ZNF225,4447,1,4447
INTS7,4447,1,4447
DNAJC22,4447,1,4447
ZNF441,4448,1,4448
LUZP1,8898,2,4449
PARP11,4449,1,4449
PLD5,8900,2,4450
RGS7BP,4451,1,4451
NCK1,4451,1,4451
SOS1,8906,2,4453
LRRC41,4455,1,4455
TEX10,4457,1,4457
ZNF598,4457,1,4457
LANCL2,4459,1,4459
SPIN1,4459,1,4459
OTUD7B,8922,2,4461
SRGAP3,8923,2,4461.5
NEBL,8925,2,4462.5
ZNF436,4465,1,4465
GRIN1,4465,1,4465
C12orf43,4469,1,4469
USP20,4470,1,4470
ATP13A3,8941,2,4470.5
MAPK10,8941,2,4470.5
DTL,4471,1,4471
PEX13,4472,1,4472
PHF21A,8954,2,4477
HDDC3,4477,1,4477
ACAN,8960,2,4480
PRKCA,8964,2,4482
ST7L,4483,1,4483
C12orf56,4483,1,4483
TDRD6,8967,2,4483.5
TRA2B,4485,1,4485
MSH3,4486,1,4486
SEC16B,4486,1,4486
KDM4A,4486,1,4486
ITGB8,8974,2,4487
DNAJB2,4487,1,4487
SCN4B,4487,1,4487
AGGF1,4490,1,4490
DHX9,4493,1,4493
MTMR3,8987,2,4493.5
VAX1,4494,1,4494
FEZ2,4495,1,4495
SUZ12,4495,1,4495
ZNF569,4495,1,4495
PAWR,8991,2,4495.5
APOBEC3F,4496,1,4496
TMC7,4499,1,4499
LZTR1,4499,1,4499
VPS53,13499,3,4499.666666666667
HNRNPC,4501,1,4501
STT3A,4501,1,4501
USP33,4502,1,4502
RIN2,4505,1,4505
OGFR,4506,1,4506
ADAM15,4508,1,4508
"NAB1",4508,1,4508
SPRY3,9019,2,4509.5
VEZT,4510,1,4510
RAD1,4512,1,4512
PRKACB,4513,1,4513
IL6ST,9027,2,4513.5
EGR3,4514,1,4514
STK25,4515,1,4515
ARFGEF2,9031,2,4515.5
C1QTNF7,4516,1,4516
OXSR1,4517,1,4517
C15orf39,4517,1,4517
SPRED2,4519,1,4519
SRD5A2,4519,1,4519
NDUFAF2,4520,1,4520
TAPT1,4521,1,4521
GNAI3,9044,2,4522
PFKFB3,4524,1,4524
FBXO30,9051,2,4525.5
PPARG,4527,1,4527
ABCF2,4527,1,4527
ZNF561,4529,1,4529
MTERF4,4529,1,4529
ACVR1B,4531,1,4531
TRAPPC6B,4533,1,4533
MAPK7,4533,1,4533
SSPN,4533,1,4533
NT5C1A,9068,2,4534
MTMR1,4536,1,4536
MAP7,4536,1,4536
DAB2,4537,1,4537
XPO6,4537,1,4537
SCML4,4538,1,4538
KDM1B,4538,1,4538
CDS2,9076,2,4538
CPT2,4539,1,4539
IKZF5,4542,1,4542
PSMC2,4544,1,4544
AMT,4544,1,4544
NHSL2,13633,3,4544.333333333333
PEX5L,9089,2,4544.5
CAMK2B,4545,1,4545
ADPRH,4546,1,4546
JRK,9097,2,4548.5
MCL1,4550,1,4550
ROBO3,4551,1,4551
NDC1,4552,1,4552
DMAP1,4552,1,4552
P4HA2,4553,1,4553
TAB2,4553,1,4553
YBX2,4553,1,4553
GFI1,4554,1,4554
COG3,4555,1,4555
XAB2,4555,1,4555
SLC7A5,4556,1,4556
CYP26B1,4556,1,4556
TXNDC16,4557,1,4557
GMEB2,4559,1,4559
SMG5,4559,1,4559
VPS33A,4559,1,4559
FAM78A,4560,1,4560
ZNF551,4560,1,4560
NPNT,4561,1,4561
IST1,4561,1,4561
KIF1A,9131,2,4565.5
IFNLR1,4566,1,4566
TNRC6B,18280,4,4570
FBXW2,9142,2,4571
ZDHHC9,4571,1,4571
KLHDC4,4572,1,4572
PRDM6,9147,2,4573.5
ULK2,9149,2,4574.5
UNC5D,9149,2,4574.5
ATG16L2,4577,1,4577
AZIN1,4580,1,4580
RGMB,4580,1,4580
GFRA1,9161,2,4580.5
WBP11,4581,1,4581
NEURL1,4582,1,4582
MAP3K14,4583,1,4583
PPFIA3,4583,1,4583
MGAM,9172,2,4586
C2orf49,4587,1,4587
NCAPG,4587,1,4587
GAPVD1,9176,2,4588
KLF6,4590,1,4590
FANCC,4592,1,4592
ABCB7,4595,1,4595
TIMP3,4597,1,4597
HNRNPD,4597,1,4597
HEG1,9195,2,4597.5
UBXN6,4598,1,4598
MCM5,4599,1,4599
BSDC1,4599,1,4599
PRRG1,4600,1,4600
KDM4C,4601,1,4601
PIGK,4601,1,4601
CDH26,4602,1,4602
SUSD5,4602,1,4602
CYB5R4,9205,2,4602.5
TTLL11,9206,2,4603
ARSJ,4603,1,4603
FAM193B,4604,1,4604
SH3BP2,9211,2,4605.5
HELZ,13817,3,4605.666666666667
PDE8B,4606,1,4606
ZNF234,4607,1,4607
ZMYM1,4608,1,4608
TXLNB,4612,1,4612
SCML1,4615,1,4615
TRIM59,4615,1,4615
CLCN2,4615,1,4615
TAF5,4616,1,4616
SLC9A5,4617,1,4617
RANBP3L,4625,1,4625
ENGASE,4626,1,4626
ZNF276,4628,1,4628
CBX2,4628,1,4628
COG8,4629,1,4629
BTG1,4629,1,4629
"NAV1",13891,3,4630.333333333333
EZH1,4633,1,4633
SLC33A1,9266,2,4633
CSNK1G3,4635,1,4635
MS4A4A,4635,1,4635
FERMT1,4637,1,4637
ZNF432,4637,1,4637
TAF1C,4637,1,4637
FCRL3,4638,1,4638
YES1,4639,1,4639
GLG1,9287,2,4643.5
ENPP4,4644,1,4644
DENND6A,4646,1,4646
MAN1C1,4647,1,4647
NDFIP2,4648,1,4648
DUSP28,4648,1,4648
DGKQ,4649,1,4649
TRDN,4649,1,4649
PPIE,4651,1,4651
CYTH2,4652,1,4652
ERC1,9308,2,4654
ZSCAN22,4654,1,4654
SLC16A12,4655,1,4655
GTPBP4,4656,1,4656
DLK1,4657,1,4657
P2RX4,4658,1,4658
SACM1L,4661,1,4661
GPN2,4665,1,4665
IVD,4665,1,4665
PDE10A,9334,2,4667
RBM48,4667,1,4667
SEC24C,4668,1,4668
EPB41L4A,4670,1,4670
DIS3L2,4671,1,4671
NTNG2,4673,1,4673
PPP5C,4675,1,4675
KBTBD8,4680,1,4680
ZNF618,9363,2,4681.5
EXOSC8,4683,1,4683
TEK,4683,1,4683
NPEPL1,4684,1,4684
C1orf74,4684,1,4684
TCERG1,4684,1,4684
FIZ1,4686,1,4686
ZBTB5,4690,1,4690
ERLEC1,4690,1,4690
ANKRD63,4693,1,4693
RAVER1,4693,1,4693
INPP5B,4694,1,4694
CCNB3,4697,1,4697
PHF3,18797,4,4699.25
ALCAM,4701,1,4701
MEAF6,4702,1,4702
ATN1,4702,1,4702
PM20D2,4703,1,4703
ZNF589,4703,1,4703
SNX8,4704,1,4704
SYT1,4705,1,4705
"NAA40",4707,1,4707
PIK3C3,9415,2,4707.5
LYNX1,4708,1,4708
BICD1,9419,2,4709.5
DCAF4L1,4710,1,4710
SNX15,4713,1,4713
CARD14,4717,1,4717
ZFR,4717,1,4717
CMIP,4719,1,4719
B3GALNT2,4719,1,4719
TTF2,9439,2,4719.5
ACAA1,4720,1,4720
CKAP2L,4723,1,4723
RALGAPA1,9447,2,4723.5
FAM214A,4726,1,4726
FAM8A1,4726,1,4726
ZSCAN20,9456,2,4728
PSMA6,4730,1,4730
PNMA2,4730,1,4730
TNFAIP2,4731,1,4731
SMYD2,4732,1,4732
SPX,4732,1,4732
TBX3,4733,1,4733
CLSTN2,14202,3,4734
DNM1,4734,1,4734
CNIH1,4735,1,4735
TCF3,4735,1,4735
SLC9A1,4737,1,4737
SYT16,14213,3,4737.666666666667
RASGRP3,4738,1,4738
GABRR2,4738,1,4738
KCNMB1,4742,1,4742
ELAVL3,4742,1,4742
FEZ1,4744,1,4744
CASP4,4745,1,4745
WDR33,9490,2,4745
GAB3,4745,1,4745
LNX2,4750,1,4750
SPAG16,4751,1,4751
SYTL5,4751,1,4751
TRIM52,4753,1,4753
ADAM22,9508,2,4754
ANKRD62,4754,1,4754
PCDHGB5,4755,1,4755
SLC31A1,4762,1,4762
VDR,4762,1,4762
GRHPR,4762,1,4762
SAMD14,4763,1,4763
BDNF,4766,1,4766
BNC1,4767,1,4767
RB1,4768,1,4768
FIGN,9537,2,4768.5
HCAR1,4769,1,4769
MST1R,4772,1,4772
RALGAPA2,9545,2,4772.5
PPP1R3E,4775,1,4775
PCDHGB6,4777,1,4777
TACR1,4779,1,4779
HPCAL1,4781,1,4781
IKZF2,9562,2,4781
KANSL1L,4782,1,4782
RPS10-NUDT3,4782,1,4782
UHRF1BP1,9567,2,4783.5
PRR27,4784,1,4784
ZNF484,4784,1,4784
MUC17,14352,3,4784
CTDSP2,4785,1,4785
PCDHGA11,4787,1,4787
TDRD9,4788,1,4788
CCDC157,4789,1,4789
ZEB2,9583,2,4791.5
SLC38A2,4795,1,4795
MFSD6,4796,1,4796
MRRF,9594,2,4797
ZKSCAN3,4799,1,4799
MITF,4799,1,4799
CCNL1,4799,1,4799
PCDHGA10,4802,1,4802
CTCF,4802,1,4802
ZDHHC24,4803,1,4803
EML1,4804,1,4804
TTYH3,4805,1,4805
CSMD1,14417,3,4805.666666666667
IP6K1,4806,1,4806
ITGBL1,4808,1,4808
ZNF528,4809,1,4809
CHST15,4810,1,4810
PGK1,4812,1,4812
AFF1,9625,2,4812.5
DGCR2,4814,1,4814
HRNR,9629,2,4814.5
RSPO3,4815,1,4815
NDOR1,4817,1,4817
FLNB,9635,2,4817.5
RASAL2,14453,3,4817.666666666667
MAP3K3,4818,1,4818
SIDT1,4818,1,4818
UNC5C,9642,2,4821
FIG4,9642,2,4821
SPOCK1,4824,1,4824
DHODH,4824,1,4824
TK2,4824,1,4824
BMP8B,4826,1,4826
ZNF473,4828,1,4828
OR2F1,4829,1,4829
RAB23,4830,1,4830
GPR139,4832,1,4832
GLE1,4835,1,4835
IL21R,4837,1,4837
NFE2L1,4839,1,4839
LIN7C,4842,1,4842
CHUK,4845,1,4845
LARP1B,4847,1,4847
OAS3,9696,2,4848
HAPLN1,4849,1,4849
RAPH1,9699,2,4849.5
TMEM39A,4853,1,4853
WASF3,4857,1,4857
CPNE3,4857,1,4857
PTGR2,4859,1,4859
ARHGEF6,4860,1,4860
